Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income- Restricted,Income- Restricted Rental,Income- Restricted Ownership,Tenure,Public/ Private,Includes Elderly Units?,Section_8
Burton-Dudley,Roxbury,02119,16,16,0,0,0,0,16,16,0,Rental,Private,,
Callender|Floyd|Stratton NHI_1,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Callender|Floyd|Stratton NHI_2,Mattapan,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
Callender|Floyd|Stratton NHI_3,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Callender|Floyd|Stratton NHI_4,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Callender|Floyd|Stratton NHI_5,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,
Callender|Floyd|Stratton NHI_6,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Callender|Floyd|Stratton NHI_7,Mattapan,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
Callender|Tucker NHI_1,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,
Callender|Tucker NHI_2,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Callender|Tucker NHI_3,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,
Callender|Tucker NHI_4,Mattapan,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,
Camden Street (200-2),South End,02118,72,72,0,0,0,0,72,72,0,Rental,Public,,
Camfield Gardens,South End,02118,102,102,0,0,0,0,102,102,0,Rental,Private,,Y
Candor Place (p/o Self Help Apts),Jamaica Plain,02130,6,6,0,0,0,0,6,6,0,Rental,Private,,
Capen Green,Mattapan,02124,18,0,18,0,0,0,18,0,18,Ownership,Private,,
Cardella (VUP),South Boston,02127,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Cardinal Medeiros Manor,Roxbury,02125,54,54,0,0,0,0,54,54,0,Rental - Senior,Private,Y,Y
Caritas Centre St,Dorchester,02122,12,12,0,0,0,0,12,12,0,Rental - SRO,Private,,
Caritas Centre St. II,Dorchester,02124,11,11,0,0,0,0,11,11,0,Rental - SRO,Private,,
Caritas SRO Refinance,Dorchester,02125,24,24,0,0,0,0,24,24,0,Rental - SRO,Private,,
Carlton House AKA: Forward Inc. rental,Roxbury,02119,44,44,0,0,0,0,44,44,0,Rental,Private,,
Carlton Wharf,East Boston,02128,30,0,30,0,0,0,30,0,30,Ownership,Private,,
Carol Ave. Limited Coop,Allston/Brighton,02135,33,33,0,9,9,0,24,24,0,Rental,Private,,
Carroll (VUP),Roxbury,02125,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Carvalho (VUP),Dorchester,02125,2,2,0,0,0,0,2,2,0,Rental,Private,,
Cary Cottage,Roxbury,02119,10,10,0,0,0,0,10,10,0,Rental,Private,,
Casa Familias Unidas,Roxbury,02119,9,9,0,0,0,0,9,9,0,Rental,Private,,
Casa Maria,Central,02113,84,84,0,0,0,0,84,84,0,Rental - Senior,Private,Y,Y
Casa Nueva Vida,Jamaica Plain,02130,7,7,0,0,0,0,7,7,0,Rental,Private,,
Casas Borinquen,South End,02118,36,36,0,0,0,0,36,36,0,Rental,Private,,Y
Cass House,Roxbury,02121,111,111,0,0,0,0,111,111,0,Rental,Private,,
Castle Square,South End,02116,500,500,0,0,0,0,500,500,0,Rental,Private,,Y
Cathedral (2-6),South End,02118,414,414,0,0,0,0,414,414,0,Rental,Public,,
CATHERINE H GALLAGHER COOPERATIVE HOUSING,Jamaica Plain,02130,34,34,0,0,0,0,34,34,0,Rental,Private,,Y
Central Boston Elder Services,Roxbury,02119,57,57,0,0,0,0,57,57,0,Rental - Senior,Private,Y,
Centre/Lamartine AKA 270 Centre Street,Jamaica Plain,02130,30,30,0,0,0,0,30,30,0,Rental,Private,,
Ceylon Field Apts (orig p/o Parkchester 98u),Roxbury,02119,66,66,0,0,0,0,66,66,0,Rental,Private,,
Chaisson (VUP),Dorchester,02125,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Channel View Condominiums,South Boston,02127,18,0,18,16,0,16,2,0,2,Ownership,Private,,
Channel Wharf -- 401 West 1st Street,South Boston,02127,45,0,45,40,0,40,5,0,5,Ownership,Private,,
Chapman House,East Boston,02128,30,30,0,22,22,0,8,8,0,Rental,Private,,
Charlame Park Homes 2A&B,Roxbury,02121,41,41,0,0,0,0,41,41,0,Rental,Private,,Y
Charlame Park Homes I,Roxbury,02119,92,92,0,0,0,0,92,92,0,Rental,Private,,Y
Charles Newtowne Cooperative,Charlestown,02129,262,262,0,0,0,0,262,262,0,Rental,Private,,Y
Charles Street Gardens,Charlestown,02129,21,0,21,14,0,14,7,0,7,Ownership,Private,,
Charlesbank Cooperative Corporation,Fenway/Kenmore,02120,276,0,276,,,,,,,Cooperative,Private,,
Charlestown (2-1),Charlestown,02129,1100,1100,0,0,0,0,1100,1100,0,Rental,Public,,
Charlestown Elderly,Charlestown,02129,42,42,0,0,0,0,42,42,0,Rental - Senior,Private,Y,
Charlestown Navy Yard Row Houses,Charlestown,02129,50,0,50,34,0,34,16,0,16,Ownership,Private,,
Charlesview Apartments,Allston/Brighton,02135,260,240,20,20,20,0,240,220,20,Rental,Private,,Y
Chauncy House,Central,02111,87,87,0,0,0,0,87,87,0,Rental - Senior,Private,Y,Y
Cheriton Grove,West Roxbury,02132,70,70,0,7,7,0,63,63,0,Rental - Senior,Private,Y,Y
Chestnut Avenue (p/o Self Help Apts),Jamaica Plain,02130,3,3,0,0,0,0,3,3,0,Rental,Private,,
Chestnut Hill Gardens,Allston/Brighton,02135,36,0,36,32,0,32,4,0,4,Ownership,Private,,
Chestnut Hill Park,Allston/Brighton,02135,47,0,47,45,0,45,2,0,2,Ownership,Private,,
Chestnut Hill Waterworks,Allston/Brighton,02135,108,0,108,97,0,97,11,0,11,Ownership,Private,,
Cheverus School Apts,East Boston,02128,48,48,0,1,1,0,47,47,0,Rental - Senior,Private,Y,
Chinagate Apartments,Central,02111,15,15,0,0,0,0,15,15,0,Rental,Private,,Y
Church St SRO,Dorchester,02122,12,12,0,0,0,0,12,12,0,Rental - SRO,Private,,
City Square Elderly Housing,Charlestown,02129,120,120,0,1,1,0,119,119,0,Rental - Senior,Private,Y,Y
Clarendon Square,South End,02116,60,0,60,51,0,51,9,0,9,Ownership,Private,,
Clarendon-Warren Condominium,South End,02116,31,0,31,21,0,21,10,0,10,Ownership,Private,,
Cleaves Court Apts,Roxbury,02119,36,36,0,0,0,0,36,36,0,Rental,Private,,
Cliffmont Condominium (Grew Ave),Roslindale,02131,90,0,90,89,0,89,1,0,1,Ownership,Private,,
CNY - Harborview Point (Parcel 4),Charlestown,02129,224,224,0,203,203,0,21,21,0,Rental,Private,,
Codman Commons,Mattapan,02124,28,0,28,11,0,11,17,0,17,Ownership,Private,,
Codman Square Apts (2-51),Dorchester,02124,102,102,0,0,0,0,102,102,0,Rental - Senior,Public,Y,
Collins (Margaret) Apts (2-26),Jamaica Plain,02130,44,44,0,0,0,0,44,44,0,Rental - Senior,Public,Y,
Columbia Road/Lighthouse,Dorchester,02125,4,4,0,0,0,0,4,4,0,Rental,Private,,
Columbia West,Dorchester,02125,57,57,0,0,0,0,57,57,0,Rental,Private,,
Columbia-Wood Apartments,Roxbury,02121,49,49,0,1,1,0,48,48,0,Rental,Private,,Y
Comaven Apartments,Allston/Brighton,02134,89,89,0,0,0,0,89,89,0,Rental,Private,,Y
Commerce Apartments,Roxbury,02130,60,60,0,0,0,0,60,60,0,Rental,Private,,
"Commonwealth (2-82,-95,-96,-97)",Allston/Brighton,02135,394,394,0,0,0,0,394,394,0,Rental,Public,Y,
Commonwealth Housing,Allston/Brighton,02134,118,118,0,0,0,0,118,118,0,Rental,Private,,Y
Concord Houses,South End,02118,181,181,0,10,10,0,171,171,0,Rental,Private,Y,
Concord St. Elder Housing,South End,02118,40,40,0,0,0,0,40,40,0,Rental - Senior,Private,Y,Y
Condor-Havre Garden Apartments,East Boston,02128,7,7,0,0,0,0,7,7,0,Rental - Homeless,Private,,
Continuum (Barry's Corner),Allston/Brighton,02134,325,325,0,283,283,0,42,42,0,Rental,Private,,
Conway Court,Roslindale,02131,28,28,0,0,0,0,28,28,0,Rental,Private,,
Coppersmith Village Ownership,East Boston,02128,15,0,15,7,0,7,8,0,8,Ownership,Private,,
Coppersmith Village Rental,East Boston,02128,56,56,0,15,15,0,41,41,0,Rental,Private,,
Cortes Street SRO,Central,02116,41,41,0,1,1,0,40,40,0,Rental - SRO,Private,,
Costello Homes - West 2nd & F St,South Boston,02127,15,0,15,7,0,7,8,0,8,Ownership,Private,,
Cottage Brook Apartments,Roxbury,02125,147,147,0,0,0,0,147,147,0,Rental,Private,,Y
Council of Elders,Roxbury,02119,145,145,0,1,1,0,144,144,0,Rental - Senior,Private,Y,Y
Court St SRO,Central,02108,96,96,0,0,0,0,96,96,0,Rental - SRO,Private,,
Courtyard at Cedar Grove,Dorchester,02124,18,0,18,16,0,16,2,0,2,Ownership,Private,,
Covenant House 202,Allston/Brighton,02135,200,200,0,1,1,0,199,199,0,Rental - Senior,Private,Y,Y
Cox Building,Roxbury,02119,31,31,0,0,0,0,31,31,0,Rental,Private,,Y
Crawford House Apts,Roxbury,02121,9,9,0,0,0,0,9,9,0,Rental,Private,,Y
Creighton Commons Condominiums,Jamaica Plain,02130,16,0,16,0,0,0,16,0,16,Ownership,Private,,
Crittenton Hastings House (production phase),Allston/Brighton,02135,62,62,0,0,0,0,62,62,0,Rental,Private,,
Cummins Towers,Roslindale,02131,239,239,0,59,59,0,180,180,0,Rental,Private,,
D4 Police Station,South End,02136,26,0,26,24,0,24,2,0,2,Ownership,Private,,
Dacia Residence at Beauford Green,Roxbury,02125,29,0,29,0,0,0,29,0,29,Ownership,Private,,
Daly House,Roxbury,02119,19,19,0,0,0,0,19,19,0,Rental - SRO,Private,,
Danube Apartments,Roxbury,02130,65,65,0,0,0,0,65,65,0,Rental,Private,,Y
DaRosa (VUP),Dorchester,02122,1,1,0,0,0,0,1,1,0,Rental,Private,,
Dartmouth Hotel,Roxbury,02129,71,71,0,7,7,0,64,64,0,Rental,Private,,
DARTMOUTH TCB,South End,02118,83,83,0,0,0,0,83,83,0,Rental,Private,,
Davenport Commons,South End,02120,60,0,60,48,0,48,12,0,12,Ownership,Private,,
Davis (VUP),Dorchester,02125,2,2,0,0,0,0,2,2,0,Rental,Private,,
Davison (2-34),Hyde Park,02136,47,47,0,0,0,0,47,47,0,Rental,Public,,
DeMarco (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Derne Street Lodging Home,Back Bay/Beacon Hill,02114,18,18,0,0,0,0,18,18,0,Rental - SRO,Private,,
Dexter Building,Central,02111,58,0,58,57,0,57,1,0,1,Ownership,Private,,
DiGirolamo (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Dillon (VUP),Dorchester,02122,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Dimock-Bragdon Apartments,Roxbury,02119,54,54,0,0,0,0,54,54,0,Rental - Senior,Private,,Y
Dirigo Spice Building,South Boston,02127,17,0,17,16,0,16,1,0,1,Ownership,Private,,
Disilvio (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Distillery Project Phase I,South Boston,02127,28,28,0,24,24,0,4,4,0,Rental,Private,,
Ditson St Senior Housing,Dorchester,02122,40,40,0,0,0,0,40,40,0,Rental - Senior,Private,Y,
DNA Lofts (944 Dorchester Ave),Dorchester,02125,59,0,59,51,0,51,8,0,8,Ownership,Private,,
Domicilia I & II,Dorchester,02122,10,10,0,0,0,0,10,10,0,Rental - Senior,Private,Y,Y
Domicilia III,Jamaica Plain,02130,8,8,0,0,0,0,8,8,0,Rental,Private,,Y
Dorchester House,Dorchester,02122,91,91,0,0,0,0,91,91,0,Rental - Senior,Private,Y,Y
Douglas Park,South End,02118,166,166,0,36,36,0,130,130,0,Rental,Private,,
Dover Lofts,South End,02118,16,0,16,14,0,14,2,0,2,Ownership,Private,,
Drayton Homes,Dorchester,02125,12,0,12,0,0,0,12,0,12,Ownership,Private,,
Dudley Greenville,Roxbury,02119,43,43,0,0,0,0,43,43,0,Rental,Private,,
Dudley Street Apts,Roxbury,02119,26,26,0,0,0,0,26,26,0,Rental,Private,,
Dudley Terrace,Dorchester,02125,56,56,0,2,2,0,54,54,0,Rental,Private,,
Dudley Village Phase I (North),Roxbury,02125,24,24,0,0,0,0,24,24,0,Rental,Private,,
Dudley Village Phase II (South),Roxbury,02125,26,26,0,0,0,0,26,26,0,Rental,Private,,
Dumas|Mascot Neighborhood Homes,Mattapan,02124,7,3,4,2,1,1,5,2,3,Ownership/Rental,Private,,
Dunmore Place,Roxbury,02119,6,6,0,0,0,0,6,6,0,Rental,Private,,
Dwight St Apts,South End,02118,9,9,0,0,0,0,9,9,0,Rental,Private,,
Eagle Hill Rehab,East Boston,02128,17,17,0,0,0,0,17,17,0,Rental,Private,,
East Berkeley Street,South End,02118,24,0,24,12,0,12,12,0,12,Ownership,Private,,
East Canton St Apts,South End,02118,80,80,0,0,0,0,80,80,0,Rental - Senior,Private,Y,Y
East Springfield/Northampton Streets,South End,02118,10,0,10,1,0,1,9,0,9,Ownership,Private,,
Ebenezer Homes,South End,02118,32,32,0,0,0,0,32,32,0,Rental,Private,Y,Y
"Echelon (Seaport Square Block M) Towers 1, 2, and 3",South Boston,02127,717,270,447,689,246,443,28,24,4,Ownership/Rental,Private,,
Edison Green,Dorchester,02125,95,95,0,1,1,0,94,94,0,Rental - Senior,Private,Y,Y
Edson|Peacevale NHI,Mattapan,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,
Edson|Peacevale NHI_2,Dorchester,02124,1,0,1,0,0,0,1,0,1,Rental,Private,,
Edward Everett Square,Dorchester,02125,6,0,6,4,0,4,2,0,2,Ownership,Private,,
Egleston Crossing,Roxbury,02119,64,64,0,1,1,0,63,63,0,Rental,Private,,
Eleven West (Lechmore Point),South Boston,02127,50,50,0,44,44,0,6,6,0,Rental,Private,,
Elm Hill/Seaver St Conversion,Roxbury,02121,18,18,0,15,15,0,3,3,0,Rental,Private,,
Elven Road,Roslindale,02131,8,3,5,0,0,0,8,3,5,Ownership/Rental,Private,,
Emerson Place - Charles River Park,Central,02114,320,320,0,301,301,0,19,19,0,Rental,Private,,
Epps (VUP),Roxbury,02121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Erie-Ellington Homes,Roxbury,02121,100,100,0,0,0,0,100,100,0,Rental,Private,,
Esperanza Walnut,Roxbury,02119,42,42,0,0,0,0,42,42,0,Rental,Private,,Y
ETC Associates,South End,02118,71,71,0,0,0,0,71,71,0,Rental,Private,,Y
Eutaw/Meridian,East Boston,02128,1,0,1,0,0,0,1,0,1,Rental,Private,,
Eva White (2-41),South End,02116,102,102,0,0,0,0,102,102,0,Rental - Senior,Public,Y,
Factory 63,South Boston,02127,62,62,0,51,51,0,11,11,0,Rental,Private,,
Fairfield Properties,Mattapan,02119,30,30,0,0,0,0,30,30,0,Rental,Private,,
Fairmount/Garfield (200-5),Hyde Park,02136,202,202,0,0,0,0,202,202,0,Rental,Public,,
Fan Pier Parcel C,South Boston,02110,108,0,108,106,0,106,2,0,2,Ownership,Private,,
Fan Pier Parcel D,South Boston,02210,120,0,120,116,0,116,4,0,4,Ownership,Private,,
Faneuil House,Back Bay/Beacon Hill,02114,48,48,0,0,0,0,48,48,0,Rental,Private,,
Faneuil/ N. Beacon (200-4),Allston/Brighton,02135,256,256,0,0,0,0,256,256,0,Rental,Public,,
Farnsworth House,Jamaica Plain,02130,76,76,0,1,1,,75,75,0,Rental - Senior,Private,Y,Y
FATHER WALTER J MARTIN COOPERATIVE HOMES,South Boston,02127,34,34,0,0,0,0,34,34,0,Rental,Private,,
FDIC Scattered Site Condo Project,Allston/Brighton,02135,9,4,5,0,0,0,9,4,5,Ownership/Rental,Private,,
Fensgate Coop,Fenway/Kenmore,02115,46,46,0,0,0,0,46,46,0,Cooperative,Private,,
Fenway Center Phase 1/Buildings 1 & 2,Fenway/Kenmore,02215,316,316,0,289,289,0,27,27,0,Rental,Private,,
Fenway Condominiums,Fenway/Kenmore,02115,55,55,0,33,33,0,22,22,0,Rental,Private,,
Fenway Condos,Fenway/Kenmore,02215,3,0,3,0,0,0,3,0,3,Ownership,Private,,
Fenwick Gardens - Home Again,Roxbury,02125,15,1,14,0,0,0,15,1,14,Ownership/Rental,Private,,
Fernald State School (689-?),Dorchester,02125,8,8,0,0,0,0,8,8,0,Rental,Public,,
Fieldstone Apartments,Mattapan,02124,84,84,0,0,0,0,84,84,0,Rental,Private,,Y
First & First (Phase I & II),South Boston,02127,47,0,47,20,0,20,27,0,27,Ownership,Private,,
Florence Apartments,Roslindale,02131,138,138,0,3,3,0,135,135,0,Rental,Private,,Y
Foley (William J) Apts (2-30),South Boston,02127,96,96,0,0,0,0,96,96,0,Rental - Senior,Public,Y,
Forbes Building,Jamaica Plain,02130,147,147,0,0,0,0,147,147,0,Rental - Senior,Private,Y,Y
Forbes Street Residences,Jamaica Plain,02130,35,0,35,29,0,29,6,0,6,Ownership,Private,,
Ford (VUP),Mattapan,02126,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
Forecaster Building,Central,02114,80,0,80,73,0,73,7,0,7,Ownership,Private,,
Forest Glenn Coop,Roxbury,02130,13,13,0,0,0,0,13,13,0,Cooperative,Private,,
Forest Hills Apts,Jamaica Plain,02130,108,108,0,9,9,0,99,99,0,Rental,Private,,Y
Forest Hills Cooperative,Jamaica Plain,02130,87,87,0,0,0,0,87,87,0,Cooperative,Private,,Y
Forest|Vine NHI_1,Roxbury,02119,5,2,3,0,0,0,5,2,3,Ownership/Rental,Private,,
Forest|Vine NHI_2,Roxbury,02119,3,0,3,0,0,0,3,0,3,Ownership,Private,,
Fort Hill Gardens,Roxbury,02119,40,40,0,0,0,0,40,40,0,Rental,Private,,Y
"Fort Point Place, 11 Wormwood St",South Boston,02210,117,0,117,103,0,103,14,0,14,Ownership,Private,,
Foster (VUP),Roxbury,02121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Fountain Hill,Roxbury,02119,46,0,46,26,0,26,20,0,20,Ownership,Private,,
Four Corners/Washington,Dorchester,02121,35,35,0,0,0,0,35,35,0,Rental,Private,,
"Franklin Field Family (2-89A,90-93)",Mattapan,02124,346,346,0,0,0,0,346,346,0,Rental,Public,,
Franklin Field South/Highland Pk Estates,Mattapan,02124,22,4,18,0,0,0,22,4,18,Ownership/Rental,Private,,
Franklin Fld South II - HOME AGAIN,Mattapan,02124,23,1,22,0,0,0,23,1,22,Ownership/Rental,Private,,
Franklin Hill (2-9),Mattapan,02124,365,365,0,0,0,0,365,365,0,Rental,Private,,Y
Franklin Park Apts,Roxbury,02121,220,220,0,0,0,0,220,220,0,Rental,Private,,Y
Franklin Park I,Roxbury,02121,270,270,0,0,0,0,270,270,0,Rental,Private,,Y
Franklin Park II,Roxbury,02121,136,136,0,0,0,0,136,136,0,Rental,Private,,
Franklin Square House,South End,02118,193,193,0,0,0,0,193,193,0,Rental - Senior,Private,Y,Y
Frederick Douglass (2-44A),South End,02118,76,76,0,0,0,0,76,76,0,Rental - Senior,Public,Y,
Friend's House,Jamaica Plain,02130,9,9,0,0,0,0,9,9,0,Rental - SRO,Private,,
Fulton Court Condominium,Central,02109,67,0,67,61,0,61,6,0,6,Ownership,Private,,
Gallivan Boulevard (200-10),Mattapan,02126,251,251,0,0,0,0,251,251,0,Rental,Public,,
Gardner Crawford Thane,Roxbury,02119,49,49,0,0,0,0,49,49,0,Rental,Private,,Y
Gardner Flats Condominium,Allston/Brighton,02134,14,0,14,12,0,12,2,0,2,Ownership,Private,,
"GARDNER, CRAWFORD, THANE",Roxbury,02119,64,64,0,0,0,0,64,64,0,Rental,Private,,
Garrison Trotter Phase I - HOME AGAIN,Roxbury,02121,18,2,16,6,0,6,12,2,10,Ownership/Rental,Private,,
Gatehouse 75,Charlestown,02129,99,99,0,87,87,0,12,12,0,Rental,Private,,
Gatehouse Units,South End,02118,14,14,0,0,0,0,14,14,0,Rental - Homeless,Private,,
Gateway Terrace - Dover Residences,South End,02119,133,0,133,120,0,120,13,0,13,Ownership,Private,,
General Heath Square,Jamaica Plain,02130,47,47,0,0,0,0,47,47,0,Rental,Private,,
General Warren Apts (2-47),Charlestown,02129,96,96,0,0,0,0,96,96,0,Rental - Senior,Public,Y,
Geneva Apartments,Dorchester,02121,47,47,0,0,0,0,47,47,0,Rental,Private,,Y
Geneva Ave 202 - Pine Street,Roxbury,02121,11,11,0,1,1,0,10,10,0,Rental - Senior,Private,Y,
Geneva Avenue Elderly Housing,Dorchester,02121,45,45,0,0,0,0,45,45,0,Rental - Senior,Private,Y,
Georgetowne Housing I,Hyde Park,02136,601,601,0,56,56,0,545,545,0,Rental,Private,,
Georgetowne Housing II,Hyde Park,02136,366,366,0,0,0,0,366,366,0,Rental,Private,,
Gleason Street MIHI Package 2,Roxbury,02121,8,8,0,0,0,0,8,8,0,Rental,Private,,
Glenville Apartments,Allston/Brighton,02134,117,117,0,0,0,0,117,117,0,Rental,Private,,Y
Glenway|Roxton NHI,Roxbury,02121,6,3,3,0,0,0,6,3,3,Ownership/Rental,Private,,
Goddard House (201 S Huntington),Jamaica Plain,02115,149,149,0,130,130,0,19,19,0,Rental,Private,,
Gomes (VUP),Dorchester,02124,1,1,0,0,0,0,1,1,0,Rental,Private,,
Goodale Rd. - HOME AGAIN,Mattapan,02126,10,5,5,0,0,0,10,5,5,Ownership/Rental,Private,,
Gordon's Wood,West Roxbury,02132,42,0,42,37,0,37,5,0,5,Ownership,Private,,
Governor Apartments,Allston/Brighton,02134,87,87,0,0,0,0,87,87,0,Rental,Private,Y,Y
Grand families,Roxbury,02124,27,27,0,1,1,0,26,26,0,Rental,Private,,
Granite 1B:VBC Apts.-Blue Hill,Roxbury,02121,30,30,0,0,0,0,30,30,0,Rental,Private,,Y
Granite 3-Blue Hill,Roxbury,02121,148,148,0,0,0,0,148,148,0,Rental,Private,,Y
Granite 4B,Roxbury,02121,141,141,0,0,0,0,141,141,0,Rental,Private,,Y
Granite-Dorchester Bay,Dorchester,02125,134,134,0,0,0,0,134,134,0,Rental,Private,,Y
Granite-Fields Corner,Dorchester,02121,67,67,0,0,0,0,67,67,0,Rental,Private,,Y
Granite-La Concha/Nuestra,Roxbury,02119,97,97,0,0,0,0,97,97,0,Rental,Private,,Y
Granite-Lena Park,Roxbury,02125,143,143,0,0,0,0,143,143,0,Rental,Private,,Y
Granite-Quincy-Geneva,Roxbury,02121,94,94,0,0,0,0,94,94,0,Rental,Private,,Y
Granite-Walnut Washington,Roxbury,02119,65,65,0,0,0,0,65,65,0,Rental,Private,,Y
Granite-Washington Columbia I,Roxbury,02121,326,326,0,0,0,0,326,326,0,Rental,Private,,
Grant Manor Apartments,South End,02118,179,179,0,0,0,0,179,179,0,Rental,Private,,Y
Green (VUP),Roxbury,02121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Green (VUP) CDFI,Dorchester,02121,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Greenway Apartments,East Boston,02128,27,27,0,0,0,0,27,27,0,Rental,Private,,
Grove Hall Apts,Roxbury,02121,104,104,0,0,0,0,104,104,0,Rental,Private,,Y
Groveland (2-32),Mattapan,02126,48,48,0,0,0,0,48,48,0,Rental - Senior,Public,Y,
Grubow (VUP),Mattapan,02126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Guaetta (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Habitat x Balina Pl,Mattapan,02124,2,0,2,0,0,0,2,0,2,Ownership,Private,,
Habitat x Bradeen St,Roslindale,02131,2,0,2,0,0,0,2,0,2,Ownership,Private,,
Habitat Arrowhead Site (REMS Land),Roxbury,02121,19,0,19,0,0,0,19,0,19,Ownership,Private,,
Habitat Fairland St,Roxbury,02119,3,0,3,0,0,0,3,0,3,Ownership,Private,,
Habitat Regent Street,Roxbury,02119,6,0,6,0,0,0,6,0,6,Ownership,Private,,
Habitat Woodbine St,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,
Habitat-Woodville Street,Roxbury,02119,4,0,4,0,0,0,4,0,4,Ownership,Private,,
Hale House,Back Bay/Beacon Hill,02116,56,56,0,0,0,0,56,56,0,Rental - Senior,Private,Y,
Haley House,South End,02118,26,26,0,0,0,0,26,26,0,Rental - SRO,Private,,Y
Hamilton St Studios/Pine Street,Dorchester,02125,52,52,0,0,0,0,52,52,0,Rental - Senior,Private,Y,
Hammond Street,South End,02120,14,14,0,0,0,0,14,14,0,Rental,Private,,
Hampton House (2-44B),South End,02118,78,78,0,0,0,0,78,78,0,Rental - Senior,Public,Y,
Hano Homes II,Allston/Brighton,02134,12,0,12,0,0,0,12,0,12,Ownership,Private,,
Haraska (VUP),Dorchester,02122,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Harbor Point,Dorchester,02125,350,350,0,0,0,0,350,350,0,Rental,Private,Y,Y
Harborview Condominiums,South Boston,02127,25,0,25,23,0,23,2,0,2,Ownership,Private,,
Hargrove (VUP),Roxbury,02119,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,
Harrison Commons,South End,02118,196,9,187,186,0,186,10,9,1,Ownership/Rental,Private,,
Hartford Manor,Roxbury,02125,18,18,0,0,0,0,18,18,0,Rental - Homeless,Private,,
Hartwell Terrace,Roxbury,02121,17,17,0,0,0,0,17,17,0,Rental,Private,Y,Y
Harvard Commons Coop,Mattapan,02124,45,45,0,0,0,0,45,45,0,Rental,Private,,
Hassan Apts (2-62),Hyde Park,02136,100,100,0,0,0,0,100,100,0,Rental,Public,,
Haynes House,Roxbury,02119,131,131,0,0,0,0,131,131,0,Rental,Private,,Y
Hazel Parks,Mattapan,02124,48,0,48,0,0,0,48,0,48,Ownership,Private,,
Hearth at Olmsted Green,Mattapan,02124,59,59,0,0,0,0,59,59,0,Rental,Private,?,
Hemenway Apartments,Fenway/Kenmore,02115,183,183,0,0,0,0,183,183,0,Rental,Private,Y,Y
Heritage Apts (2-52),East Boston,02128,296,296,0,0,0,0,296,296,0,Rental,Public,Y,Y
Heritage at Cleveland Circle,Allston/Brighton,02135,90,90,0,0,0,0,90,90,0,Rental - Senior,Private,Y,
Hiawatha|Mattapan Neighborhood Homes,Mattapan,02126,8,2,6,2,1,1,6,1,5,Ownership,Private,,
Highland Homes at Fort Hill - Home Again,Roxbury,02119,18,0,18,4,0,4,14,0,14,Ownership,Private,,
Highland House,Roxbury,02119,14,14,0,0,0,0,14,14,0,Rental - SRO,Private,,
Highland Park (2-89B),Roxbury,02119,26,26,0,0,0,0,26,26,0,Rental,Public,,
Highland Park Estates - Home Again,Roxbury,02119,6,1,5,0,0,0,6,1,5,Ownership/Rental,Private,,
Highland Park II (Affordable),Roxbury,02119,11,1,10,3,0,3,8,1,7,Ownership/Rental,Private,,
Hillside Homes at Franklin Park,Roxbury,02130,12,0,12,10,0,10,2,0,2,Ownership,Private,,
Historic South End Apartments,South End,02116,146,146,0,0,0,0,146,146,0,Rental,Private,,Y
Hoffman (VUP) CDFI,Dorchester,02124,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,
Holgate Apartments (2-29),Roxbury,02120,81,81,0,0,0,0,81,81,0,Rental - Senior,Public,Y,
