App Number,App Name,Status,Application Date,Issued Date,Location Description,Street Number,Street Name,Street Suffix,City,Zip Code,Start Date and Time,End Date and Time
PUB1004687,ROSE KENNEDY GREENWAY,Closed,2019-09-24 13:44:04+00,2019-09-26 19:34:51+00,, , , , , ,,
PUB1004569,TNF Mobile Tour,Closed,2019-09-23 22:17:07+00,2019-09-26 19:35:31+00,Would like to park the trailer in front of the theater during the above times.,98 to 106,Boylston,ST,Boston,02116,2019-10-19,2019-10-19
PUB1004490,The Roosevelt Run 5K,Closed,2019-09-23 18:22:39+00,,"This race will run along Truman Pkwy from Fairmount Ave in Hyde Park to Aberdeen Rd on the

far left lane of
Truman Pkwy. It will then return along the walking path that is along the Neponset River
Reservation.",2 to 20,Fairmount,AV,Hyde Park,02136,2020-05-17,2020-05-17
PUB1004438,Charlestown Halloween,Closed,2019-09-23 17:31:53+00,2019-10-02 16:18:28+00,"Monument Avenue, Monument Square, Winthrop Street",65,Monument,AV,Charlestown,02129,2019-10-31,2019-10-31
PUB1004349,Walk MS:Boston,Closed,2019-09-23 15:36:29+00,2020-02-06 19:52:26+00,"Start at Nickerson Field, Left onto Commonwealth Ave, Left onto Deerfield, Left onto Bay State Rd, Right onto Commonwealth Ave, Finish at Nickerson  Field",33,Harry Agganis,WY,Boston,02215,2020-04-05,2020-04-05
PUB1004059,Tea Party Reenactment,Closed,2019-09-20 18:33:47+00,2019-10-09 18:07:45+00,"Rolling Rally begins at 310 Washington Street and proceeds onto Milk Street, to Pearl Street, to Pearl Street Extension, and ends on the Harborwalk at Atlantic Wharf (290 Congress Street).",290,Congress,ST,Boston,02210,2019-12-16,2019-12-16
PUB1003886,BU Law 5k Ambulance Chase 5K R,Closed,2019-09-20 14:31:01+00,2019-10-02 16:30:46+00,"Runners head east on Bay State Road. The roadway between the formation point and Granby Street is rarely used on the weekend.  We utilize a BUPD and BPD police detail to limit traffic for the one-block area of Bay State Road between Granby Street and Silber Way, where very limited street traffic may occur.  The runners then turn left onto Silber Way (Sherborn St.) and over the footbridge crossing Storrow Drive onto the Esplanade. Runners continue in the same eastward direction on the Esplanade until they reach the first inlet of the Charles River Reservation. At this point the runners turn around and head back in the same direction from which they came, finishing the race at the School of Law.  ",270,Bay State,RD,Boston,02215,2019-11-16,2019-11-16
PUB1003675,1st Halloween Street Party,Closed,2019-09-19 20:09:06+00,2019-10-15 19:00:38+00,"Wellesley  Park off Melville Ave. in Dorchester, MA 02124",23,Wellesley,PARK,Dorchester,02124,2019-10-31,2019-10-31
PUB1003601,Memorial Service,Open,2019-09-19 18:26:41+00,,"the service will take place where the pedestrian was killed, in the middle of the street",253,Summer,ST,Boston,02210,2019-09-25,2019-09-25
PUB1003230,St. Mary - St. Catherine of Si,Closed,2019-09-18 21:08:04+00,2019-09-23 17:47:36+00,Half way up to bottom of Soley Street,4,Soley,ST,Charlestown,02129,2019-09-29,2019-09-29
PUB1003076,Boston Firefighters Local 718,Open,2019-09-18 17:52:55+00,,"1.	Start at Florian Hall
2.	Right on Gallivan Blvd. 
3.	Continue through Neponset Circle towards Morrissey Blvd. 
4.	Continue on Morrissey Blvd. for approximately 1.9 miles. Runners keep left.
5.	Make a U-Turn on Morrissey at the Vietnam War Memorial.
6.	Continue on Morrissey Blvd. for 0.8 miles until the intersection of Freeport Street.
7.	Turn left onto Freeport Street.
8.	Continue of Freeport Street for approximately 0.5 mile until the intersection of Teenean Street.
9.	Stay on Teenean Street for 0.9 mile and make a left onto Conley Street.
10.	Continue on Conleyy Street for 0.45 miles.
11.	Continue straight onto Water Street.
12.	Follow Water Street for 0.13 miles and enter Joseph Finnegan Park.
13.	Upon entering Joseph Finnegan Park, make a left and follow the outer path.
14.	Exit Joseph Finnegan Park via Neponset Trail.
15.	Follow the Neponset Trail to the entrance of Pope John Paul Park.
16.	Turn left into Pope John Paul Park and follow the outside.
17.	Follow course signage and course marshals to exit Pope John Paul Park.
18.	Continue on Hallet Street into the parking lot of Florian Hall to the Finish Line. 
",55,Hallet,ST,Dorchester,02124,2019-10-20,2019-10-20
PUB1003006,St Vincent De Paul Walk For Th,Closed,2019-09-18 16:57:28+00,2019-10-02 16:16:18+00,"Walk. Holy Name. 535 West Roxbury Pkwy, Southerly to Belgrade Ave, Left on Belgrade, Left on Walworth, Right on South, Left on Walter, Lert on Weld, Left on Willow, Left on Centre, Left into School Parking Lot",525 to 535,West Roxbury,PW,West Roxbury,02132,2019-10-20,2019-10-20
PUB1002834,Boston Bruins Playoff FanFest,Closed,2019-09-18 14:09:00+00,2019-09-27 13:51:32+00,Canal Street from Valenti Way to Causeway Street,104,Canal,ST,Boston,02114,2019-10-14,2019-10-14
PUB1002829,Boston Bruins Playoff FanFest,Closed,2019-09-18 14:04:41+00,2019-09-27 13:50:43+00,Canal Street from Valenti Way to Causeway Street,104,Canal,ST,Boston,02114,2019-10-12,2019-10-12
PUB1002527,AFTER WORK PARTY,Closed,2019-09-17 17:21:25+00,2019-09-17 20:10:01+00,New Balance Way at Athletes Park / Boston Landing,94 to 160,Guest,ST,Brighton,02135,2019-09-26,2019-09-26
PUB1002164,CreatedBY: Festival 2019,Closed,2019-09-16 20:17:29+00,2019-09-27 13:49:45+00,"Boston Children's Museum, 308 Congress Street",308 to 316,Congress,ST,Boston,02210,2019-10-25,2019-10-26
PUB1002014,Zoo and Brew,Closed,2019-09-16 17:22:53+00,2019-10-02 16:15:37+00,Sea Green park - 17 Stillings Street,17 to 21,Stillings,ST,Boston,02210,2019-10-19,2019-10-19
PUB1001975,SoWa Winter Festival,Closed,2019-09-16 16:29:13+00,2019-09-27 13:48:13+00,"500 Harrison Ave /
365 Albany Street

*Please note - Event application is for the following dates and times:

December 6: 6pm-10pm
December 7: 10am-8pm
December 8: 10am-6pm",500 to 514,Harrison,AV,Roxbury,02118,2019-12-06,2019-12-08
PUB1001700,"Welles Crowther ""Red Bandana""",Closed,2019-09-14 01:00:35+00,2019-10-02 16:17:47+00,"The race starts on the Newton portion of the campus at Gasson Hall.  Runners depart campus turning right onto Commonwealth Avenue.  Runners turn right onto Chestnut Hill Avenue heading towards Cleveland Circle.  At Beacon Street, runners turn right heading back towards Boston College.  At College Road, runners will turn right.  At Commonwealth Avenue runners will turn right and enter the campus at the Main Gate to the finish line at Gasson Hall.",140,Commonwealth,AV,Boston,02116,2019-10-26,2019-10-26
PUB1001498,IDF-Walk for PI,Closed,2019-09-13 16:15:07+00,2019-09-23 17:24:40+00,Millenium Park-We will have a 1 to 2 mile route within the park. ,300,Gardner,ST,West Roxbury,02132,2019-10-06,2019-10-06
PUB1000916,10/06/2019 EB,Closed,2019-09-12 15:36:39+00,2019-09-18 19:22:33+00,The end of Webster St. after Orleans St. ,47 to 51,Webster,ST,East Boston,02128,2019-10-06,2019-10-06
PUB1000869,Boston Volvo Thanksgiving Day,Closed,2019-09-12 14:12:14+00,2019-10-02 16:34:42+00,"Start/Finish is at Boston Volvo Village (61 N Beacon St, Boston, MA 02134). The 5K route is attached.",61,Beacon,ST,Brighton,02135,2019-11-28,2019-11-28
PUB1000732,DMMF Walk For Hope,Closed,2019-09-12 02:49:01+00,,Walking around the walkway of the park at Martini Memorial Shell Park (not on street),1015,Truman,PW,Hyde Park,02136,2019-10-19,2019-10-19
PUB1000555,Worldwide EndoMarch - Boston,Open,2019-09-11 18:01:43+00,,"The majority of the event will take place inside District Hall. Towards the end of the event, we will exit the building on Northern Ave., walk by Waterfront Park (on Marina dr. side) and take pictures by the water and then walk back to District Hall. (see map attached)",75,Northern,AV,Boston,02210,2020-03-28,2020-03-28
PUB1000464,North End Columbus Day Parade,Closed,2019-09-11 15:50:49+00,2019-09-27 13:46:01+00,"City Hall Plaza
Cambridge St. 
RIGHT onto new Sudbury St. 
RIGHT Congress St.
LEFT onto State St.
LEFT onto Atlantic Ave. 
Proceed down Commercial St.
LEFT onto Battery St.
LEFT onto Hanover St.
RIGHT onto Cross St. 
RIGHT onto Endicott St.
END at Endicott & Causeway Sts. (Keeney Square) 
",1 to 3,Center,PZ,Boston,02114,2019-10-13,2019-10-13
PUB1000138,John Winthrop School Annual St,Closed,2019-09-11 02:16:28+00,2019-09-27 13:46:56+00,marlborough street between berkeley and clarendon,66,Marlborough,ST,Boston,02116,2019-10-19,2019-10-19
PUB1000038,Open Charles Street/Beacon Hil,Closed,2019-09-10 18:46:48+00,2019-09-20 18:22:07+00,Charles Street from Charles Circle to Beacon Street,170,Charles,ST,Boston,02114,2019-09-22,2019-09-22
PUB999986,Boston Food Truck Festival,Closed,2019-09-10 17:42:56+00,2019-09-27 13:48:59+00,Parcels 14-17 on the Rose Kennedy Greenway,559,Atlantic,AV,Boston,02110,2019-10-05,2019-10-05
PUB999677,First Night 2020,Closed,2019-09-09 21:58:02+00,2019-10-09 18:08:36+00,Activities concentrated in Copley Square Park. Dartmouth Street closed for pedestrian mall in front of the Boston Public Library. ,500,Boylston,ST,Boston,02116,2019-12-31,2020-01-01
PUB999572,Pumpkin Pageant,Closed,2019-09-09 18:36:08+00,2019-09-27 13:45:15+00,290 Congress Street- the side grassy lot of Atlantic Wharf (Private Property),290,Congress,ST,Boston,02210,2019-10-27,2019-10-27
PUB999135,DOToberfest,Closed,2019-09-06 21:25:21+00,2019-10-03 16:39:53+00,"Jan Karski Way, across from 110 Grill at South Bay",20W,Jan Karski,WY,Dorchester,02125,2019-10-03,2019-10-31
PUB999070,InPublic Festival,Open,2019-09-06 18:56:44+00,,"585 Columbia Road, Dorchester",579 to 589,Columbia,RD,Dorchester,02125,2019-09-14,2019-09-14
PUB998966,Brian Honan 5k Road Race,Closed,2019-09-06 16:49:54+00,2019-09-10 16:00:58+00,Map on file ,180 to 190A,Brighton,AV,Allston,02134,2019-09-22,2019-09-22
PUB998097,Linden St Block Party,Closed,2019-09-04 23:28:50+00,2019-09-23 17:23:34+00,"Linden Street 
South Boston",7,Linden,ST,South Boston,02127,2019-09-21,2019-09-21
PUB997606,Together Festival,Closed,2019-09-04 00:18:33+00,2019-09-18 19:19:33+00,"Zone 3
267 Western Ave
Boston, MA 02134",267 to 269,Western,AV,Allston,02134,2019-09-28,2019-09-28
PUB997599,Boycott AEW,Open,2019-09-03 22:31:14+00,,Outside of the arena,925,Commonwealth,AV,Boston,02215,2019-10-09,2019-10-09
PUB997572,BU Student Spirit Parade,Closed,2019-09-03 20:14:17+00,2019-09-04 19:26:55+00,Bay State Road from Raleigh Street intersection to Granby Street and onto BU property. ,52,Bay State,RD,Boston,02215,2019-09-21,2019-09-21
PUB997276,Jingle Bell Run Boston,Closed,2019-09-03 16:15:28+00,2019-09-27 13:43:46+00,Route within Boston Common. ,139,Tremont,ST,Boston,02116,2019-12-08,2019-12-08
PUB997104,Boston Book Festival Bolling,Closed,2019-09-03 13:41:11+00,2019-09-03 17:54:31+00,Inside building and 2 food trucks outside,1180 to 1200,Washington,ST,Roxbury,02118,2019-10-20,2019-10-20
PUB997014,Wedding,Closed,2019-09-03 05:10:50+00,,Boston public gardens,51,Beacon,ST,Boston,02108,2019-10-05,2019-10-05
PUB996897,Beacon Hill Civic Association,Closed,2019-08-30 19:45:20+00,2019-09-10 20:16:54+00,Mt Vernon Street from Charles St to Brimmer St,118,MT VERNON ST,ST,BOSTON,02114,2019-09-22,2019-09-22
PUB996686,Community Block Party,Closed,2019-08-30 14:12:47+00,2019-09-10 20:16:12+00,2-26 Cottage Street,2 to 6,Cottage,ST,East Boston,02128,2019-09-21,2019-09-21
PUB996545,Double Tenth Parade,Closed,2019-08-29 23:42:09+00,2019-09-18 19:21:29+00,Beach st. to Washington St. through Downtown to City Hall Plaza,20,Hudson,ST,Boston,02111,2019-10-05,2019-10-05
PUB996514,Robot Block Party,Closed,2019-08-29 21:01:53+00,2019-09-27 13:44:34+00,Outdoor in parking lot,5 to 11,Dry Dock,AV,Boston,02210,2019-10-20,2019-10-20
PUB996414,Vietnam Veterans Parade,Closed,2019-08-29 18:41:22+00,2019-10-09 18:09:20+00,enter Cambridge Street and continue onto Tremont Street then turn onto Park Street and end on Beacon Street  ,1,City Hall,PZ,Boston,02114,2020-03-30,2020-03-30
PUB996302,Vertex Family Day,Closed,2019-08-29 16:21:38+00,2019-09-04 19:22:24+00,Fan Pier Recreation Park (One Harbor Shore Drive),1 to 9,Harbor Shore,DR,Boston,02210,2019-09-14,2019-09-14
PUB996277,DELTA AIR LINES - Sky Miles,Closed,2019-08-29 15:41:15+00,2019-08-30 15:20:25+00,"City Hall Plaza - area adjacent to the ""FRONT LAWN"" where the picnic tables are.  Specifically, the 12' area that sits between the astroturf and the STEPS... ",1,City Hall,PZ,Boston,02114,2019-09-20,2019-09-20
PUB996029,WGBH Food & Wine Festival,Closed,2019-08-29 11:47:19+00,2019-09-26 19:39:03+00,"Inside and outside WGBH studios, One Guest Street Boston, MA",1,Guest,ST,Brighton,02135,2019-10-10,2019-10-13
PUB996012,Get Together,Closed,2019-08-29 03:37:26+00,2019-09-17 14:48:36+00,Carson Beach,1005,Columbia,RD,South Boston,02127,2019-09-16,2019-09-16
PUB996011,JP Flea,Closed,2019-08-29 03:24:27+00,2019-09-18 19:20:43+00,Eliot School Yard,24,Eliot,ST,Jamaica Plain,02130,2019-10-05,2019-10-06
PUB995867,Democracy For Hong Kong March,Closed,2019-08-28 18:16:46+00,2019-09-20 18:23:02+00,"For the planned route of our rally, we will start from the City Hall Plaza on the Congress St to the Old State House and join the Freedom Trail. Once the march reaches Park Street, the crowd will enter the Boston Common and walk toward the Parkman Bandstand. ", , , , , ,2019-09-22,2019-09-22
PUB995848,Raffles Boston Back Bay Hotel,Closed,2019-08-28 17:53:45+00,2019-09-04 19:28:47+00,Copley Square ,560,Boylston,ST,Boston,02116,2019-09-26,2019-09-26
PUB995838,Boston Out of the Darkness Wal,Closed,2019-08-28 17:37:59+00,2019-09-18 19:26:10+00,start and finish at City Hall Plaza; route is a 1 mile loop identical to last year's event,1,City Hall,PZ,Boston,02114,2019-10-25,2019-10-26
PUB995464,HBS 2019 Welcome,Closed,2019-08-27 23:54:19+00,,On the back side of the Continuum building located on 219 Western Ave. ,219,Western,AV,Allston,02134,2019-08-31,2019-08-31
PUB994595,Be the Artist at Bartlett,Closed,2019-08-26 15:44:48+00,2019-09-20 18:23:44+00,On vacant property that is part of Bartlett Station Development,2565,Washington,ST,Roxbury,02119,2019-09-28,2019-09-28
PUB994265,Sociedad Latina Latino Heritag,Closed,2019-08-24 16:00:44+00,2019-09-17 14:47:48+00,One Brigham Circle,1620,Tremont,ST,Mission Hill,02120,2019-09-12,2019-09-12
PUB994256,Test,Closed,2019-08-24 00:29:58+00,2019-08-28 19:51:55+00,none,222,Berkeley,ST,Boston,02116,2019-10-03,2019-10-03
PUB994224,OUTDOOR MOVIE NIGHT,Closed,2019-08-23 19:51:50+00,2019-09-04 19:23:51+00,ATHLETES PARK AT BOSTON LANDING,94 to 160,Guest,ST,Brighton,02135,2019-09-18,2019-09-18
PUB994216,FLANNEL FEST,Closed,2019-08-23 19:43:29+00,2019-09-04 19:25:16+00,ATHLETES PARK AT BOSTON LANDING,94 to 160,Guest,ST,Brighton,02135,2019-09-21,2019-09-21
PUB994215,Michael Moran's Annual Party i,Closed,2019-08-23 19:43:10+00,2019-08-28 19:51:16+00,Following the parade we end at the Annual Post Parade Party in the Park ,380,Faneuil,ST,Brighton,02135,2019-09-22,2019-09-22
PUB994208,AFTER WORK PARTY,Closed,2019-08-23 19:35:24+00,2019-09-04 19:32:07+00,ATHLETES PARK AT BOSTON LANDING,94 to 160,Guest,ST,Brighton,02135,2019-10-10,2019-10-10
PUB994201,AFTER WORK PARTY,Closed,2019-08-23 19:27:54+00,2019-09-04 19:21:44+00,ATHLETES PARK AT BOSTON LANDING,94 to 160,Guest,ST,Brighton,02135,2019-09-12,2019-09-12
PUB994028,Harpoon Octoberfest and DOGtob,Closed,2019-08-23 15:53:24+00,2019-09-04 19:30:15+00,"At the brewery at 306 Northern Ave, Boston MA 02210",306,Northern,AV,Boston,02210,2019-10-04,2019-10-06
PUB993777,ACLU 100 Event,Closed,2019-08-23 02:56:10+00,2019-08-28 16:50:10+00,560 Boylston Street,560,Boylston,ST,Boston,02116,2019-09-21,2019-09-21
PUB993690,JobGet,Closed,2019-08-22 19:17:12+00,2019-08-22 19:39:06+00,Boston Commons,4,Charles,ST,Boston,02116,2019-09-04,2019-09-04
PUB993639,Mattapan Jazz and Unity Festiv,Closed,2019-08-22 18:39:26+00,2019-09-04 19:28:00+00,"249 River St, Mattapan, MA 02126. ",249,River,ST,Mattapan,02126,2019-09-22,2019-09-22
PUB993619,Ruby's Baptism,Closed,2019-08-22 18:27:29+00,2019-10-15 18:59:05+00,William J Day Blvd from Joe Moakley to Marine Park. Then Broadway from Marine Park to Capo Restaurant.,250,William J Day,BL,South Boston,02127,2019-10-05,2019-10-05
PUB993166,MOAR Recovery Month Celebratio,Closed,2019-08-21 23:18:22+00,2019-08-22 19:40:34+00,"Rally on City Hall Plaza followed by walk on sidewalks starting East Bound on Cambridge Street turning left on Court Street, turning left on Congress Street then terminating at Faneuil Hall ",1,City Hall,PZ,Boston,02114,2019-09-16,2019-09-16
PUB993140,Tent Outreach,Closed,2019-08-21 20:43:26+00,2019-08-22 19:41:55+00,1917 Washington St.,1917,Washington,ST,Roxbury,02118,2019-10-17,2019-10-19
PUB992535,Brand Workout Event,Closed,2019-08-20 22:55:01+00,2019-09-10 20:17:37+00,No run or route needed.  All will be contained within our event footprint. ,250,Atlantic,AV,Boston,02110,2019-09-28,2019-09-28
PUB992532,Renters Rising,Closed,2019-08-20 22:07:00+00,2019-08-28 16:55:26+00,Parking Lot adjacent to 30 Germania Street.,30,Germania,ST,Jamaica Plain,02130,2019-09-28,2019-09-28
PUB992499,Back To School Jamboree,Closed,2019-08-20 19:47:40+00,2019-08-22 19:38:23+00,2 Dearborn Street,25,Ambrose,ST,Roxbury,,2019-08-30,2019-08-30
PUB992457,Youth R.I.S.E. Rally,Closed,2019-08-20 19:21:59+00,2019-08-27 18:25:42+00,Madison Park Lower Fields,75,Malcolm X,BL,Mission Hill,02120,2019-09-14,2019-09-14
PUB992351,Sr. de los Milagros Procession,Closed,2019-08-20 18:07:34+00,2019-08-29 20:00:47+00,We begin in front of the Most Holy Redeemer Church at 72 Maverick Street.  We then turn right onto London Street and walk one block at which point we turn right onto Decatur Street.  We stay on Decatur Street and then turn right onto Meridian Street.  We follow down Meridian Street turning right onto Maverick Street for one block.  At this point we turn left onto Paris Street and follow until we reach Sumner Street.  We then turn right and proceed for one block until we reach Havre Street and turn right once again following down Havre Street until we reach Maverick Street.  t this point we turn left onto Maverick Street and proceed to the Most Holy Redeemer Church.,65,London,ST,East Boston,02128,2019-10-06,2019-10-06
PUB992104,Jimmy Fund Scooper Bowl,Closed,2019-08-20 14:47:59+00,2020-03-05 20:26:33+00,"City Hall Plaza Boston; event days June 2, 3 and 4 with setup days on May 31 and June 1",1,City Hall,PZ,Boston,02114,2020-06-02,2020-06-04
PUB992100,The Winter Walk,Closed,2019-08-20 14:44:10+00,2019-11-21 14:46:26+00,"Copley plaza for event, then walk route down boylston, through boston common, across arlingon st, up st james and back to copley",560,Boylston,ST,Boston,02116,2020-02-09,2020-02-09
PUB992019,PETA demo,Open,2019-08-20 13:44:19+00,,Corner of Congress & North,7,North,ST,Boston,02109,2019-08-27,2019-08-27
PUB991908,Dinner en Blanc,Closed,2019-08-20 10:57:45+00,2019-08-21 17:55:46+00,Between Northern ave and Seaport blvd,85,Northern,AV,Boston,02210,2019-09-07,2019-09-07
PUB991873,Brand Art Installation,Closed,2019-08-20 01:25:09+00,2019-08-22 19:39:51+00,1081 Boylston Street @ SP+ Parking Lot,1085 to 1087,Boylston,ST,Boston,02215,2019-09-08,2019-09-08
PUB991801,International Day of Peace,Closed,2019-08-19 19:54:44+00,,Boston Common near Park Street MBTA station,139,Tremont,ST,Boston,02116,2019-09-22,2019-09-22
PUB991540,The Archer Residences Block Pa,Closed,2019-08-19 15:58:27+00,,,45,Temple,ST,Boston,02114,2019-09-26,2019-09-26
PUB991447,Boston Pops Concert/Seaport,Closed,2019-08-19 14:30:00+00,2019-08-19 18:36:46+00,"85 Northern Avenue, Seaport Common next to District Hall ",85,Northern,AV,South Boston,02210,2019-09-12,2019-09-12
PUB990489,Back to School Backpack Giveaw,Closed,2019-08-15 19:05:19+00,2019-08-19 18:40:09+00,255 Medford Street, , , , , ,2019-08-24,2019-08-24
PUB989915,Academy Homes Family Day,Closed,2019-08-14 20:14:37+00,2019-08-15 17:43:43+00,"55 Weaver Way Roxbury, MA 02119",45 to 77,Weaver,WY,Roxbury,02119,2019-08-17,2019-08-17
PUB989795,HubWeek,Closed,2019-08-14 18:58:00+00,2019-09-04 19:29:34+00,,65,Northern,AV,Boston,02210,2019-09-27,2019-10-05
PUB989522,Community Day,Closed,2019-08-14 15:27:37+00,2019-08-19 18:37:28+00,"1 Dix St., Dorchester Ave, Park St.",1 to 5,Dix,ST,Dorchester,02122,2019-09-07,2019-09-07
PUB989202,ActiveCampaign Be Cool Event,Closed,2019-08-13 21:50:45+00,,Summer street across from the Westin ,425,Summer,ST,Boston,02210,2019-09-03,2019-09-06
PUB989158,Roxbury 1 Miler,Closed,2019-08-13 19:58:43+00,2019-09-10 20:18:18+00,,183,Roxbury,ST,Roxbury,02120,2019-10-26,2019-10-26
PUB989120,Orange St Block Party,Closed,2019-08-13 19:25:44+00,2019-08-13 20:15:06+00,Orange St. Between Beech St. and Cornell St. ,157,Orange,ST,Roslindale,02131,2019-09-14,2019-09-14
PUB988420,Dudley Street Neighborhood,Closed,2019-08-12 21:29:00+00,2019-08-13 19:28:44+00,613-621 Dudley Street ,621,Dudley,ST,Dorchester,02125,2019-08-17,2019-08-17
PUB987763,Jazz at the Farm,Closed,2019-08-11 22:26:51+00,2019-09-04 19:26:06+00,Front yard that is gated,487,Norfolk,ST,Mattapan,02126,2019-09-21,2019-09-21
PUB987694,ROX5K,Closed,2019-08-11 07:49:10+00,,Dillaway Thomas HOuse Parking Lot,183,Roxbury,ST,Roxbury,02120,2022-03-26,2022-03-26
PUB987693,ROX5K,Closed,2019-08-11 07:45:53+00,,Dillaway Thomas House Parking Lot,183,Roxbury,ST,Roxbury,02120,2021-03-27,2021-03-27
PUB987692,ROX5K,Closed,2019-08-11 07:42:17+00,,,183,Roxbury,ST,Roxbury,02120,2020-03-28,2020-03-28
PUB987624,Remembering Hussain - Walk for,Open,2019-08-10 04:00:01+00,,At about 1 - 1:30 pm we will start our march from Copley Square Park using Bolyston St,561 to 563,Boylston,ST,Boston,02116,2019-10-20,2019-10-20
PUB987349,Student Appreciation,Closed,2019-08-09 15:50:36+00,2019-08-15 17:41:11+00,"229 North Harvard Street, Allston",229,Harvard,ST,Allston,02134,2019-09-17,2019-09-17
PUB987211,"Trading Places, Switching Gear",Closed,2019-08-09 14:19:19+00,2019-08-28 16:48:01+00,"Areas B, C, D and E",1,City Hall,PZ,Boston,02114,2019-09-19,2019-09-20
PUB987204,WMS POD Outing,Closed,2019-08-09 14:13:19+00,2019-08-28 16:49:26+00,,560,Boylston,ST,Boston,02116,2019-09-19,2019-09-19
PUB987202,Party in the Park,Closed,2019-08-09 14:12:28+00,,Malcom X Park ,1278 to 1284,Washington,ST,Roxbury,02118,2019-09-10,2019-09-10
PUB987154,Babson College Centennial Cele,Open,2019-08-09 13:22:26+00,,Tent will be position in the center of Copley Square facing St. James Street and the Fairmont Copley. ,560,Boylston,ST,Boston,02116,2019-09-18,2019-09-18
PUB987153,Babson College Centennial Cele,Closed,2019-08-09 13:21:29+00,2019-09-04 19:23:06+00,Tent will be position in the center of Copley Square facing St. James Street and the Fairmont Copley. ,560,Boylston,ST,Boston,02116,2019-09-18,2019-09-18
PUB987139,Celebration of Life DCR,Closed,2019-08-09 13:11:18+00,,"1015 Truman Parkway, Boston, MA 02136 ",1015,Truman,PW,Hyde Park,02136,2019-08-14,2019-08-14
PUB986939,Boston 5k - Yulefest,Open,2019-08-08 19:53:42+00,,"Runners line up for the start of the race on Clinton St (near Hard Rock Cafe). When the race starts, runners proceed straight on North St, left on Congress St, right on Franklin St, left on Washington St, right on Avery St, left on Tremont St, right on Boylston St, right on Charles St, left on Beacon St, left on Arlington St, left on Boylston St, continue straight on Essex St, left on Chauncy St, continue straight on Arch St, right on Franklin St, left on Pearl St, right on Milk St, left on Kilby St, right on State St, left on Commercial St then continue to the finish line in front of Faneuil Hall Marketplace tree.
",100 to 199,Faneuil Hall Marketplace,,Boston,02109,2019-12-15,2019-12-15
PUB986823,Party in the Park,Closed,2019-08-08 17:59:06+00,2019-08-09 15:59:42+00,Dale St,39,Dale,ST,Roxbury,02119,2019-09-09,2019-09-10
PUB986793,Harvard-Kent Back To School Bl,Closed,2019-08-08 17:27:44+00,,"Harvard-Kent Elementary School
50 Bunker Hill Street
Charlestown, MA 02129",50,Bunker Hill,ST,Charlestown,02129,2019-08-27,2019-08-27
PUB986763,Cookout,Closed,2019-08-08 16:56:44+00,,Front and backyard,5,Dever,ST,Dorchester,02122,2019-09-01,2019-09-01
PUB986569,Rockin with Raptors,Closed,2019-08-08 14:52:52+00,2019-08-15 17:42:10+00,"500 Walk Hill Street
Mattapan, MA 02126",500,Walk Hill,ST,Dorchester,02126,2019-09-28,2019-09-28
PUB986273,Taking Back the Hill,Closed,2019-08-07 20:08:13+00,2019-08-28 19:49:45+00,No Man's Land behind behind Excel Highschool,95,G,ST,South Boston,02127,2019-09-15,2019-09-15
PUB986003,Party in the Park,Closed,2019-08-07 15:52:31+00,2019-08-28 16:53:49+00,Ball field portion of the park,362,Faneuil,ST,Brighton,02135,2019-09-22,2019-09-22
PUB986002,Allston Brighton Parade,Closed,2019-08-07 15:49:21+00,2019-08-28 16:54:32+00,Brighton Ave to Cambridge to Washington ending in Oak Square, , , , , ,2019-09-22,2019-09-22
PUB985601,YMCA OAKtoberfest 5K Race & Ta,Closed,2019-08-06 21:06:18+00,2019-09-04 19:33:52+00,"Oak Square YMCA, 5K road race route between the Y and Brighton Center, and possibly Hardiman Park with City of Boston approval.",615,Washington,ST,Brighton,02135,2019-10-20,2019-10-20
PUB985592,Sobremesa (Karaoke Politics),Closed,2019-08-06 20:45:42+00,2019-08-15 17:42:56+00,"48 Geneva Ave
Dorchester, MA 02121",40,Geneva,AV,Dorchester,02121,2019-09-08,2019-09-08
PUB984434,Perktoberfest,Closed,2019-08-05 16:55:06+00,2019-08-21 18:06:02+00,"1 City Hall Square, Boston, MA 02203",1,City Hall,PZ,Boston,02114,2019-10-18,2019-10-18
PUB983904,Aeronaut Oktoberfest,Closed,2019-08-05 12:03:10+00,2019-08-28 16:50:51+00,"Outdoor spaces at 267 Western Avenue, Allston, MA",267 to 269,Western,AV,Allston,02134,2022-10-01,2022-10-01
PUB983346,Celebrate Centre,Closed,2019-08-02 16:15:40+00,2019-08-28 16:51:35+00,1891 Centre Street. Entrance off of Hastings Street. It is a municipal parking lot.,1895,Centre,ST,West Roxbury,02132,2019-09-22,2019-09-22
PUB983271,Mobile Exhibition: We Design,Closed,2019-08-02 14:44:43+00,,The corner where the farmers market normally is ,1906 to 1918,Dorchester,AV,Dorchester,02124,2019-08-20,2019-08-21
PUB983101,Haitian-American Unity Parade,Closed,2019-08-02 03:37:47+00,2020-02-27 20:00:49+00,Mattapan Square/Blue Hill Ave to Franklin Field,1602 to 1616,Blue Hill,AV,Mattapan,02126,2020-05-17,2020-05-17
PUB983050,Norfolk Hardware 85'th Year Ce,Closed,2019-08-01 21:30:25+00,2019-08-14 16:52:16+00,,981 to 993,Morton,ST,Mattapan,02126,2019-09-21,2019-09-21
