company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"DB Warfield, Inc.",Real Estate Management; House/Apartment Rentals,MWBE,SLBE,,No,No,"3 Rockville Park, Boston, MA 02119",Boston,MA,02119,LaTonya Burnett,"LaTonya Burnett, President ",(617) 602-0934,,dbwarfield@warfieldmanagement.com,www.dbwarfield.com,Corporation,No,2018,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531110 - Lessors of Residential Buildings and Dwellings ,531311 - Residential Property Managers ,531390 - Other Activities Related to Real Estate ,80130000 - Real estate services,,
"Setty & Associates International, PLLC","MEP/FP Engineering Services; Commissioning & Controls & Master Control Integration; LEED & Sustainability; NetZero; CABA- Clean Air Building Assessment; Energy Modeling, Energy Audit, Energy Services; Feasibility Study & Condition Assessment; Peer Review, Plan Review & Design Review; Construction Management; BIM Optimization Conversion; Post Occupancy Evaluation
",MBE,SBE,,No,No,"1415 Elliot Place NW Suite 100, Washington, DC 20007",Washington,DC,20007,Rajnsh Setty,"Rajnish Setty, P.E., LEED AP, CxA; President & Principal",(202) 393-1523,,rsetty@setty.com,www.setty.com,Limited Liability Company,No,2002,41 - 100,AE - Architects/Engineers,,,541330 - Engineering Services,541310 - Architectural Services,236210 - Industrial Building Construction ,81100000 - Professional engineering services,,
Jamoji App LLC,Marketing and Branding; App Development and Creative Writing Consultantship; Author of Diversity Curriculum Text Book,MWBE,SLBE,,Yes,Yes,"30 Union Park Street, Unit 206, Boston, MA 02118",Boston,MA,02118,Colleen Hall,"Colleen Hall, Founder and Director ",(917) 842-5945,,chall@jamojiapp.com,http://www.jamojiapp.com,Limited Liability Company (LLC),No,2016,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",MK - Marketing,,"711510 - Independent Artists, Writers, and Performers ",541511 - Custom Computer Programming Services ,,82110000 - Writing and translations,90130000 - Performing arts,82100000 - Advertising
H. J. Russell & Company,"Construction Management, Program Management.",MBE,,,No,No,"171 17th Street Northwest, Suite 1600, Atlanta, GA 30363",Atlanta,GA,30363,Michael Russell,Michael B. Russell,(404) 330-1000,,mrussell@hjrussell.com,www.hjrussell.com,Corporation,Yes,1952,Greater than 100,GC - General Contractors,,,236220 - Commercial and Institutional Building Construction ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236210 - Industrial Building Construction ,72110000 - Residential building construction services,72120000 - Nonresidential building construction services,
"Reinventure Capital, GP LLC",Financial Services,MBE,,,No,No,"40 Orchardhill Road, Boston, MA 02130",Boston,MA,02130,Ed Dugger,"Edward Dugger, III",(617) 480-2644,,maryam@reinventurecapital.com,www.reinventurecapital.com,Limited Liability Company,No,2015,Less than 10,FI - Financial Services (see also BA and COI),,,523999 - Miscellaneous Financial Investment Activities ,,,84120000 - Banking and investment,,
"Amado Energy Solutions, LLC","Energy consulting services, energy efficiency, sustainability, climate action plan.",MWBE,,,Yes,No,"26 Beverly Circle, Attleboro, MA 02703",Attleboro,MA,02703,Gilmara Amado,"Gilmara Amado, President",(617) 510-3985,,gilmara.amado@amadoenergysolutions.com,https://amadoenergysolutions.com/,Limited Liability Company,,,,CON - Consultants: Environmental,,,541330 - Engineering Services,541620 - Environmental Consulting Services,541620 - Environmental Consulting Services,81100000 - Professional engineering services,,
K&I Livery Service LLC,Car Service,,SLBE,,No,No,"361 Princeton Street, Boston, MA 02128",Boston,MA,02128,Karim Abouyoussef,karim Abouyoussef,(617) 331-7449,,karim@kilivery.com,,Limited Liability Company,No,2021,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485999 - All Other Transit and Ground Passenger Transportation ,,,78110000 - Passenger transport,,
Tayla Made LLC,"Real estate consulting; Financial Literacy Book and course, self guided; Credit clean up book and course, self guided; Cultural competent first time homebuyers course, self guided; Instructed, Financial Literacy Book and course; Instructed, Credit clean up book and course; Instructed, Cultural competent first time homebuyers course; DEI consulting ",MWBE,SLBE,,No,Yes,"472 Washington Street, Boston, MA 02124",Boston,MA,02124,Tayla Andre`,Tayla André CEO,(617) 459-0041,,taylaandre@thumbprintrealty.com,www.taylaandre.com,Limited Liability Company (LLC),No,2019,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)","ED - Education (see also OS, TA)",EC - Economic Development,531210 - Offices of Real Estate Agents and Brokers,611710 - Educational Support Services,,80130000 - Real estate services,86130000 - Specialized educational services,
Event Staffing by Josie,"Provide Private Event Staff; Bartenders, Waitstaff, Hostess Helper",MWBE,SLBE,,No,Yes,"23 Goodale Road, 1, mattapan, Massachusetts 02126",mattapan,Massachusetts,02126,Yoscary Gonzalez,Yoscary Gonzalez; Owner ,(617) 372-1720,,josie@eventstaffingbyjosie.com,www.eventstaffingbyjosie.com,Sole Proprietorship,No,2017,Less than 10,"FD - Food Products, Services",CT - Catering,,722330 - Mobile Food Services,,,73130000 - Food and beverage industries,,
Social Impact Collective,Architectural Design; Facilities Management Training; Workforce Development Training  ,MBE,SBE,,No,No,"11 Florence St, Winchester, MA 01890",Winchester,MA,01890,Killion Mokwete,Killion Mokwete,(978) 701-5477,,killion@socialimpactcollective.com,,Corporation,No,2021,Less than 10,AE - Architects/Engineers,,,541310 - Architectural Services,,,81100000 - Professional engineering services,,
The Urban Labs LLC,Diversity Equity and Inclusion Consulting work - C-Suite Coaching and Training.,MWBE,SLBE,,No,No,"5 Akron Street, Boston, MA 02119",Boston,MA,02119,Malia Lazu,"Malia Lazu, Founder & CEO",(617) 697-2038,,nik@theurbanlabs.com,https://thelazugroup.com/,Sole Proprietorship,No,2017,Less than 10,COG - Consultants: Human Resources,,,541612 - Human Resources Consulting Services ,,,80110000 - Human resources services,,
"Next Level Contractor, Inc",Apartment Renovations; Paint; Cleaning; Countertop Installation; Carpentry Services; Flooring Installation; Ceramic Tile; Janitor Services ; Drywall Installation,MBE,,,No,No,"95 Patterson Avenue, Somerset, MA 02726",Somerset,MA,02726,Diego Patricio,Diego Rodrigues Patricio,(857) 615-9829,,nextlevelcontractor@hotmail.com,,Corporation,Yes,2017,Less than 10,PA - Painting and Papering Contractors,CN - Construction Management: Small Commercial Projects,"JA - Janitorial Services/Supplies (see also MA, RS)",236220 - Commercial and Institutional Building Construction ,325510 - Paint and Coating Manufacturing,,31210000 - Paints and primers and finishes,47130000 - Cleaning and janitorial supplies,
Commonwealth Supply LLC,Cleaning Supplies; Janitorial Supplies; Safety Equipment; Machine Repair; Cleaning Equipment,,SBE,,No,Yes,"4 Tower Farm Road, Billerica, MA 01821",Billerica,MA,01821,Ally Reed,Joseph Durkin- President,(978) 262-1312,,ally@thedurkincompany.com,www.thedurkincompany.com,Partnership,No,2020,11 - 20,SA - Safety Products,"JA - Janitorial Services/Supplies (see also MA, RS)",,423850 - Service Establishment Equipment and Supplies Merchant Wholesalers ,,,47130000 - Cleaning and janitorial supplies,14110000 - Paper products,46180000 - Personal safety and protection
"Converge Strategies, LLC","Energy consulting firm specializing in energy resilience, climate resilience, climate adaptation, climate change, advanced energy, renewable energy, clean energy, and national security. Services include market strategy development; project development and facilitation; resilience analysis; resilience exercises; energy policy design and research; and stakeholder facilitation, convening, and engagement.",MBE,,SVOB,Yes,Yes,"50 Holbrook Street, Boston, MA 02130-2756",Boston,MA,02130-2756,Samantha DaGrossa,"Michael Wu, Principal",(925) 890-5213,,admin@convergestrategies.com,www.convergestrategies.com,Limited Liability Company,No,,,CON - Consultants: Environmental,,,541611 - Administrative Management and General Management Consulting Services ,541690 - Other Scientific and Technical Consulting Services,"541715 - Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",80100000 - Management advisory services,77100000 - Environmental management,81150000 - Earth science services
nema,"Landscaping, Lawn Care Services, Transport, General Contracting",MBE,SBE,,No,Yes,"749 Norwest Drive, Norwood, MA 02062",Norwood,MA,02062,Daniel Appolon,Daniel Appolon,(857) 251-4441,,appolondaniel@gmail.com,,Limited Liability Company (LLC),Yes,2022,Less than 10,LA - Landscaping Contractors,GC - General Contractors,EG - Civil/Structural Engineering,561730 - Landscaping Services,562111 - Solid Waste Collection ,237990 - Other Heavy and Civil Engineering Construction ,76110000 - Cleaning and janitorial services,11140000 - Scrap and waste materials,70130000 - Land and soil preparation and management and protection
"Taitt Gittens, LLC",Project Management; Construction Consulting.,MWBE,,,Yes,No,"75 North Main Street, Suite 535, Randolph, MA 02368",Randolph,MA,02368,Amando Forde,Presiddent,(617) 752-2695,,amanda@taittgittens.com,,,No,2020,Less than 10,CN - Construction Management: Small Commercial Projects,,,541618 - Other Management Consulting Services ,,,30190000 - Construction and maintenance support equipment,,
"43 Strategic Consulting, LLC",Business Strategy Services; Business Project Management and Consulting Services; Branding and Marketing Services; Business Development; and Business Advisory Services.,MWBE,,,Yes,Yes,"101 Federal Street, Suite 1900, Boston, MA 02110",Boston,MA,02110,Catherine West,Manager,(650) 421-1127,,catherine.a.r.west@gmail.com,,,No,2017,Less than 10,COM - Consultants: Management,,,541618 - Other Management Consulting Services ,,,80100000 - Management advisory services,,
"Friends of the Rafael Hernández School, Inc.","Friends of the Hernández is the 501c3 non-profit that supports the Rafael Hernández Dual Language School in Egleston Square, Roxbury. We run the After School Program, raise funds and advocate for the school, students and families, and recently established a program that trains parents to enter the field of dual language education.",MWBE,,,No,Yes,"61 School Street, Roxbury, Massachusetts 02119",Roxbury,Massachusetts,02119,Megan Wolf,Danielle Costello,(617) 635-8187,,director@friendsofthehernandez.org,https://rafaelhernandezk8.org/,Non Profit,No,1999,Less than 10,"ED - Education (see also OS, TA)",,,611710 - Educational Support Services,923110 - Administration of Education Programs ,,86120000 - Educational institutions,86140000 - Educational facilities,
"Mission Advisory Legal Group, LLC",Legal and Investigative Services.,WBE,,,No,Yes,"53 Greaton Road, West Roxbury, MA 02132",West Roxbury,MA,02132,Gretchen Lundgren,Gretchen Lundgren,(617) 302-6720,,gretchen@missionadvisorygrp.com,missionadvisorygrp.com,Limited Liability Company,No,2022,Less than 10,AT - Attorneys,,,922130 - Legal Counsel and Prosecution ,561611 - Investigation Services ,,80120000 - Legal services,,
"Yoyo Trucking, Inc.",Freight Transportation,MBE,,,Yes,No,"37 Eleanor Street, Chelsea, MA 02150",Chelsea,MA,02150,Alex Yoyo,President,(800) 305-8706,,support@yoyoincorporated.com,,,No,2015,Less than 10,TK - Trucking (Waste Disposal Commodities Transport),,,"484110 - General Freight Trucking, Local ","484121 - General Freight Trucking, Long-Distance, Truckload ",,78100000 - Mail and cargo transport,,
IDABELL PROPERTIES LLC,PROPERTY MANAGEMENT SERVICES,MBE,,,No,No,"6 VIEW SOUTH AVE, NUM 2, JAMAICA PLAIN, MA 02130",JAMAICA PLAIN,MA,02130,Shaun Leonard,"SHAUN LEONARD, OWNER",(617) 390-3578,,idabellllc@gmail.com,,Limited Liability Company,No,2021,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531311 - Residential Property Managers ,531312 - Nonresidential Property Managers ,,80130000 - Real estate services,,
The Collier Connection,"The Collier Connection designs event experiences, builds strategic networks, & cultivates meaningful relationships to add value to your nonprofit, business, or life.",MWBE,,,No,No,"398 COLUMBUS AVE, SUITE #315, Boston, MA 02116",Boston,MA,02116,Sheena Collier,Sheena Collier,(617) 659-2883,,sheena@collierconnection.com,https://www.collierconnection.com/,Limited Liability Company (LLC),No,2017,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,,541618 - Other Management Consulting Services ,,,80160000 - Business administration services,90150000 - Entertainment services,
"Joyce Consulting Group, P.C.",Civil Engineering and Land Surveying,WBE,,,Yes,No,"100 Wyman Road, Braintree, MA 02184",Braintree,MA,02184,Erin Joyce,Owner,(781) 817-6120,,ejoyce@joycecg.com,,,No,2010,Less than 10,AE - Architects/Engineers,,,237990 - Other Heavy and Civil Engineering Construction ,541370 - Surveying and Mapping (except Geophysical) Services,,81100000 - Professional engineering services,,
"All Aces, Inc.","Diversity, Inclusion, and Equity Transformation (DIET): Consulting, Instructor-Guided Courses, Self-Guided Courses, Action Planning Workshops

",MWBE,SLBE,SDVOB,No,Yes,"120 Brookside Avenue, Suite C2, Boston, Massachusetts 02130",Boston,Massachusetts,02130,Atyia Martin,"Dr. S. Atyia Martin, CEO",(888) 795-6569,,info@allacesinc.com,http://allacesinc.com,Corporation,No,2017,11 - 20,TA - Training (see also ED),COM - Consultants: Management,COB - Consultants: City Planning,611430 - Professional and Management Development Training ,,,86130000 - Specialized educational services,80100000 - Management advisory services,80110000 - Human resources services
AMW Marketing,Full Service Marketing Agency,WBE,,,Yes,No,"22 Fleetwood Drive, Norfolk, MA 02056",Norfolk,MA,02056,Angelo Wilcox,Principal,(781) 241-2083,,lori@amw-marketing.com,,,No,2000,Less than 10,MK - Marketing,,,541613 - Marketing Consulting Services ,,,80140000 - Marketing and distribution,,
Scituate Light Caregivers LLC,"Staffing Agency; Home-Health-Care-Services; Private Duty; Skilled Nursing; Medication Management; Medication Reminders; Home Health Services; Respite Care; Alzheimer’s/Dementia Care; Home-Making Services; Assisting with
Activities of Daily Living; Shopping and Running Errands; Transportation Services to Medical Appointments; Companionship; Direct Care.
",MWBE,SBE,,Yes,No,"966 Park Street suite A4, Stoughton, MA 02072",Stoughton,MA,02072,Esther Wamburu,CEO & President ,(508) 436-3432,(781) 436-8418,estherw@scituatelight.com,www.scituatelight.com,Limited Liability Company,No,,,VT - Veterans Services,,,621610 - Home Health Care Services,,,85100000 - Comprehensive health services,,
Buzzi Bee Cleaning,Commercial Cleaning; Detailed Cleaning; Green Cleaning Company; Janitorial Services; Residential Cleaning; Retail Cleaning,MWBE,SLBE,,No,No,"157 Washington Street, Boston, MA 02121",Boston,MA,02121,Monet Collins,Mone't Collins Owner,(857) 261-1284,,buzzibeecleaning@gmail.com,,Sole Proprietorship,No,"july 13, 2018",Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561740 - Carpet and Upholstery Cleaning Services,,,47130000 - Cleaning and janitorial supplies,,
HHLM LLC,"Nail Care; waxing; Threading; Henna Tattoos; Facials; Body Oils, Creams, and Sugar Scrubs.",MWBE,SLBE,,No,Yes,"585 Mass Avenue, Boston, MA 02118",Boston,MA,02118,Allyson J Allen,"Allyson J Allen, M.A.",(857) 263-7945,,allysonj@vibrantbeautysalon.com,www.vibrantbeautysalon.com,Limited Liability Company (LLC),No,2021,Less than 10,"AHS - Health Care (Providers, Services)",,,812113 - Nail Salons ,,,91100000 - Personal appearance,,
RTD Logistics LLC,Express delivery and logistics services; Courier services; Trucking services; Distribution services,MBE,SLBE,,Yes,Yes,"119 Braintree Street, Suite 101, Boston, MA 02134",Boston,MA,02134,Scott Baker,Scott C. Baker - Manager,(617) 782-1130,,scbaker@rtdlogistics.com,www.rtdlogistics.com,Limited Liability Company (LLC),No,2003,Less than 10,COU - Consultants: Transportation,,,492110 - Couriers and Express Delivery Services,493110 - General Warehousing and Storage ,"484122 - General Freight Trucking, Long-Distance, Less Than Truckload ",25170000 - Transportation components and systems,,
Dugu Inc. dba Yamacu,"West African fusion food, ginger drinks and spice mixes.",MWBE,SLBE,,No,Yes,"196 Quincy St, Dorchester, MA 02121",Dorchester,MA,02121,Salimata Bangoura,"Salimata Bangoura, CEO",(857) 756-7651,,salimata@drinkyamacu.com,https://drinkyamacu.com/,Corporation,Yes,2018,Less than 10,CT - Catering,"FD - Food Products, Services",MU - Manufacturers,722330 - Mobile Food Services,722320 - Caterers,312111 - Soft Drink Manufacturing ,73130000 - Food and beverage industries,90100000 - Restaurants and catering,50190000 - Prepared and preserved foods
United Supply Chain Inc.,Supply Chain Management,MBE,,,No,No,"655 Page Boulevard, Springfield, MA 01104",Springfield,MA,01104,Jianhua PAN,"Jianhua Pan, President",(919) 455-5522,,admin@uscma.net,,Corporation,No,2021,11 - 20,SU - Suppliers,,,541618 - Other Management Consulting Services ,336390 - Other Motor Vehicle Parts Manufacturing,,80100000 - Management advisory services,,
KKRY ENTERPRISE LLC,Transport of General Freight & Consulting Logistics,MWBE,SLBE,,No,Yes,"1660 Soldiers Field Road Ste 7 #1035, Brighton, MA 02135",Brighton,MA,02135,Safiya Julian,Safiya Julian Owner,(857) 334-1223,,kkryenterprise.net@kkryenterprise.net,www.kkryenterprise.net,Limited Liability Company (LLC),No,2021,Less than 10,COU - Consultants: Transportation,,,"541614 - Process, Physical Distribution, and Logistics Consulting Services ","484110 - General Freight Trucking, Local ",,78140000 - Transport services,78140000 - Transport services,
"BostonMurrell, LLC","Advertising placement on our BlackBoston dot com Platform. PR,  IT consulting, Transportation services using Town car, shuttle and coach bus rentals, our own New England Black Heritage Tour Series on AboutBlackBoston dot org; s line of Boston African American Heritage themed souvenir products.",MBE,,,No,Yes,"25 Norfolk Road, Randolph, MA 02368",Randolph,MA,02368,William Murrell,William Murrell,(617) 417-7456,,wmurrell@bostonmurrell.com,https//:www.bostonmurrell.com,Limited Liability Company,No,2019,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",541810 - Advertising Agencies,561520 - Tour Operators,485999 - All Other Transit and Ground Passenger Transportation ,78110000 - Passenger transport,82100000 - Advertising,81160000 - Information Technology Service Delivery
"All Time Service Inc.,",Janitorial services for commercial and residential properties.  Post construction cleaning ,MWBE,,,Yes,Yes,"17 POPLAR ST, ROSLINDALE, MA 02131-2505",ROSLINDALE,MA,02131-2505,Janet Peguero,Janet Peguero,(617) 733-6204,617-5224,jpeguero@alltimeservice.com,https://www.alltimeservice.com,Corporation,No,1986,Greater than 100,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,561740 - Carpet and Upholstery Cleaning Services,,76110000 - Cleaning and janitorial services,,
"Monterrosa Drywall & Framing, Inc.","Business Management Services; Small Business Start Up, Drywall and Framing Services",MWBE,SLBE,,No,No,"2 Neptune Road, Suite 416, East Boston, MA 02128",East Boston,MA,02128,Mirna Orellana Monterrosa,President,(617) 650-7187,(617) 419-1120,mirna@monterrosaconsulting.com,,Corporation,No,2012,Less than 10,CN - Construction Management: Small Commercial Projects,"PL - Plastering, Drywall Contractors",CN - Construction Management: Small Commercial Projects,236118 - Residential Remodelers ,541611 - Administrative Management and General Management Consulting Services ,236220 - Commercial and Institutional Building Construction ,80160000 - Business administration services,72110000 - Residential building construction services,72110000 - Residential building construction services
Isa painting ,Painting Services.,MWBE,SLBE,,No,No,"11 Hamlet St, #1, Boston, MA 02125",Boston,MA,02125,Eduisa Barros,Eduisa barros ,(617) 230-7725,,isapainting57@gmail.com,,Corporation,Yes,2020,Less than 10,CN - Construction Management: Small Commercial Projects,,,238320 - Painting and Wall Covering Contractors,,,31210000 - Paints and primers and finishes,,
DHK Architects ,"Architectural Services including: Architecture Adaptive Reuse, Historic Preservation, New Construction, Rehabilitation; BIM - Building Information Modeling; Building Assessments; Community Process; Design Build; Feasibility Studies; Interior Design; Master Planning; OPM - Owner’s Project Management; Permitting; Programming Site Planning; Sustainability; Zoning Analysis",MBE,SLBE,,Yes,Yes,"54 Canal Street, Suite 200, Boston, Massachusetts 02114",Boston,Massachusetts,02114,Katie Gething,"Fernando J. Domenech Jr. FAIA, LEED AP",(617) 267-6408,,fdomenech@dhkinc.com,www.dhkinc.com,Corporation,No,,,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",,541310 - Architectural Services,,,81100000 - Professional engineering services,,
"One Way Development, Inc.",All Services Related to General Contracting,MBE,,,Yes,Yes,"67 KEMBLE STREET, SUITE 1.1, BOSTON, MA 02119",BOSTON,MA,02119,Andrea Young,"Abraham Gonzalez, President",(617) 390-5469,,andrea@onewaydevelopment.com,onewaydevelopment.com,Corporation,Yes,2013,21 - 40,GC - General Contractors,EL - Electrical Contractors,,236220 - Commercial and Institutional Building Construction ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,30190000 - Construction and maintenance support equipment,26120000 - Electrical wire and cable and harness,31260000 - Housings and cabinets and casings
"L C CLEANING COMPANY, INC.",Cleaning; Landscaping; Snow Removal; Residential and Commercial,MBE,,,No,Yes,"18 New Market SQ, 2, Boston, MA 02118",Boston,MA,02118,LUIS CARABALLO,LUIS CARABALLO,(617) 438-0423,,lccleaningcompany@gmail.com,,Corporation,,,,"JA - Janitorial Services/Supplies (see also MA, RS)",LA - Landscaping Contractors,GC - General Contractors,561720 - Janitorial Services ,561730 - Landscaping Services,,10170000 - Fertilizers and plant nutrients and herbicides,,
Villa Mexico Cafe LLC,"Authentic Mexican food, bottled salsa, catering services ",MWBE,SLBE,,No,Yes,"121 Water St, boston, Massachusetts 02109",boston,Massachusetts,02109,Julie King,Julie King,(617) 957-0725,,villamexicocafe@gmail.com,www.villamexicocafe.us,Limited Liability Company (LLC),No,2000,Less than 10,"FD - Food Products, Services",,,722511 - Full-Service Restaurants ,,,90100000 - Restaurants and catering,,
"Native Plumbing, LLC",Plumbing services. ,MBE,,,Yes,No,"38 Pierce St, Milton, Massachusetts 02186",Milton,Massachusetts,02186,Ralph Shirley,"Ralph Shirley, Principal",(617) 249-4851,,info@nativeplumbingusa.com,https://nativeplumbingusa.com/,Limited Liability Company (LLC),No,,,PB - Plumbing,,,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",,,72150000 - Specialized trade construction and maintenance services,,
"Inner Mind Development Group, LLC","In Home, Therapeutic Services.",MWBE,,,No,Yes,"34 Ridgeview Avenue, Apt Right, Boston, MA 02126",Boston,MA,02126,Denna Gilot,"Denna Gilot, Owner",(857) 203-7001,,innerminddevelopmentgroup@gmail.com,,Limited Liability Company,No,2017,Less than 10,"COH - Consultants: Health, Psychological",,,621610 - Home Health Care Services,,,85100000 - Comprehensive health services,,
Noir Essence Unisex Salon,"Unisex Hair Salon, Walk-In and By Appointment",MWBE,SLBE,,No,No,"1741 Dorchester Avenue, Dorchester, MA 02124",Dorchester,MA,02124,Kareen Williams,Owner,(857) 342-0569,,noiressencesalon@gmail.com,,,No,2021,Less than 10,"AHS - Health Care (Providers, Services)",,,812112 - Beauty Salons ,,,53130000 - Personal care products,,
Beauty 101 LLC,Services Offered:  Manicure; Pedicure; Acrylic; Gel-X; Gel.,MWBE,SLBE,,No,Yes,"51 Heath Street, Boston, MA 02130",Boston,MA,02130,Eloise Telisnor,Eloise Telisnor -Owner,(857) 203-9449,,eloise@beauty101boston.com,www.beauty101boston.com,Limited Liability Company,No,2020,Less than 10,MO - Multi Service Organizations,,,812113 - Nail Salons ,,,53130000 - Personal care products,,
"E.B Green Consulting, Inc","Program & Project Management Consulting; Facility Relocation & Move Management Consulting; IT Support Services; Healthcare Operations/ Revenue Cycle/ IT Consulting; Event Management & Hospitality Consulting; Marketing and Web Design Consulting 
",MBE,,,Yes,No,"60 Dudley Street, #102, Chelsea, MA 02150",Chelsea,MA,02150,eugene green,"Eugene B Green, President",(617) 982-9237,,egreen@ebgreenconsulting.com,www.ebgreenconsulting.com,Corporation,No,11/22/2013,Less than 10,ET - Entertainment/Entertainer,COM - Consultants: Management,COR - Consultants: Relocation,541611 - Administrative Management and General Management Consulting Services ,"541614 - Process, Physical Distribution, and Logistics Consulting Services ",541618 - Other Management Consulting Services ,81160000 - Information Technology Service Delivery,80100000 - Management advisory services,
Round The Clock Moving LLC,Moving and junk removal,MBE,SLBE,,No,Yes,"35 Tennis Road, Boston, MA 02126",Boston,MA,02126,Mackeile Satchell,Mackeile Satchell Owner,(617) 368-0119,,info@roundtheclockmoving.com,roundtheclockmoving.com,Limited Liability Company,No,2016,Less than 10,TK - Trucking (Waste Disposal Commodities Transport),RS - Residential Services,"OF - Office Furniture, Services and Equipment",484210 - Used Household and Office Goods Moving,562111 - Solid Waste Collection ,,78100000 - Mail and cargo transport,25190000 - Transportation services equipment,
AfroDesiaCity Productions LLC,"ADC offers event planning and artists management, event production, and community and cultural activation.

",MWBE,SLBE,,No,Yes,"1109 Harrison Avenue, Apt. 1, Boston, MA 02119",Boston,MA,02119,OLAWUMI AKINWUMI,"Olawumi D. Akinwumi, CEO/Creative Director",(857) 544-1275,,o.akinwumi@gmail.com,https://www.afrodesiacity.com/,Limited Liability Company (LLC),No,2010,Less than 10,ET - Entertainment/Entertainer,COM - Consultants: Management,,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities ","711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities ","711410 - Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",90150000 - Entertainment services,90130000 - Performing arts,82150000 - Professional artists and performers
The Centerpiece Flower Shop LLC,"Floral Arrangements, House Plants Services, Gardening Services, Seasonal Planters, Gift Shop, Event Planner.",MBE,SLBE,,Yes,Yes,"2051 Centre St, West Roxbury, Massachusetts 02132",West Roxbury,Massachusetts,02132,Angel Diaz,Angel Diaz,(617) 323-6262,,thecenterpieceflowershop@gmail.com,,Limited Liability Company,No,,,"FO - Floral (Arrangement, Maintenance)",GM - Retail Sales of Art & Framing,,"424930 - Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ","453220 - Gift, Novelty, and Souvenir Stores ",,10210000 - Live plants of high species or variety count flowers,10310000 - Fresh cut blooms of high species or variety count flowers,
Avanti Studios,"Photography Services:  Construction documentation, Portraits, Headshots, Advertising Photography, Marketing Photography, Event Photography, Catalog Photography, E-Commerce Photography, Product Photography,",WBE,SLBE,,No,Yes,"46 Waltham Street, Studio 109, Boston, MA 02118",Boston,MA,02118,Catherine McDermott Tingle,Catherine McDermott Tingle Owner,(617) 230-0720,,cathy@avantistudios.com,www.avantistudios.com,Sole Proprietorship,No,1984,Less than 10,PG - Photography,MK - Marketing,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,541922 - Commercial Photography ,"541921 - Photography Studios, Portrait ",,82130000 - Photographic services,45130000 - Photographic and recording media,
AXL Cycle Studio,We are a boutique indoor cycling studio that provides an instructor led workout to its customers. ,MBE,,,Yes,Yes,"125 Sumner Street, Boston, MA 02128",Boston,MA,02128,Toby Boice,Toby Boice ,(617) 961-2772,,toby@axlboston.com,axlboston.com,Limited Liability Company (LLC),No,,,ET - Entertainment/Entertainer,,,713940 - Fitness and Recreational Sports Centers ,,,49200000 - Fitness equipment,,
Major League Nutrition,"Nutrition and health education, counseling and consulting; Worksite wellness; Health promotion, disease prevention; Innovative wellness program design and implementation; Preceptorship for dietetic interns.",WBE,SLBE,,No,No,"139 Charles Street, Suite 215, Boston, MA 02114",Boston,MA,02114,Nicole Chenard,"Nicole Chenard, MS, RD, LDN",(857) 304-9516,,majorleaguenutritionllc@gmail.com,majorleaguenutrition.com,Limited Liability Company (LLC),Yes,2018,Less than 10,"AHS - Health Care (Providers, Services)",BU - Business Management Consultants,"COH - Consultants: Health, Psychological",621399 - Offices of All Other Miscellaneous Health Practitioners ,812191 - Diet and Weight Reducing Centers ,923110 - Administration of Education Programs ,85100000 - Comprehensive health services,42300000 - Medical training and education supplies,42230000 - Clinical nutrition
CGIA LLC dba Boston TeePee Party,Event Planning and Event Furniture Rental,MWBE,SLBE,,No,Yes,"71 Commercial Street, 224, Boston, MA 02110",Boston,MA,02110,Crystal Murphy,Crystal Murphy owner ,(617) 333-8961,,info@bostonteepeeparty.com,bostonteepeeparty.com,Limited Liability Company (LLC),No,2019,Less than 10,ET - Entertainment/Entertainer,,,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities ",,,90150000 - Entertainment services,,
