Project_Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8
Wilshire Apartments,roxbury,2121.0,29,29,0,0.0,0.0,0.0,29,29,0.0,Rental,Private,,Y
Winslow Court,roxbury,2119.0,24,5,19,0.0,0.0,0.0,24,5,19.0,Ownership/Rental,Private,,
Winston/Harwood (689-?),dorchester,2124.0,10,0,10,0.0,0.0,0.0,10,0,10.0,Ownership,Public,,
Wood (VUP),dorchester,2124.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
Woodward Park - North - Home Again,roxbury,2125.0,10,0,10,0.0,0.0,0.0,10,0,10.0,Ownership,Private,,
Woodward Park II - HOME AGAIN,roxbury,2125.0,11,0,11,0.0,0.0,0.0,11,0,11.0,Ownership,Private,,
x & 50 Corbet (REMS Land),dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Adams Street,dorchester,2122.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Algonquin St,dorchester,2124.0,9,9,0,1.0,1.0,0.0,8,8,0.0,Rental,Private,,
x Alpine Street,roxbury,2119.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Alvah Kittredge Park,roxbury,2119.0,4,2,2,3.0,1.0,2.0,1,1,0.0,Ownership/Rental,Private,,
x and 120-122 Mt. Pleasant Avenue,roxbury,2119.0,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,
x Arbutus (YouthBuild),dorchester,2124.0,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,
x Arbutus Street,dorchester,2124.0,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,
x Ashland St,dorchester,2122.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Public,,
x Banton St,dorchester,2124.0,18,0,18,16.0,16.0,0.0,2,2,0.0,Rental,Private,,
x Batchelder St,dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Public,,
x Bellevue Street,dorchester,2125.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Blue Hill Ave,roxbury,2119.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Blue Hill Ave (REMS buildings),roxbury,2121.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
x Bowdoin Ave (AOP),dorchester,2121.0,31,31,0,0.0,0.0,0.0,31,31,0.0,Rental,Private,,
x Bowdoin St,dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Public,,
x Bowdoin St (RDP),dorchester,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Boylston,fenway,2215.0,199,199,0,189.0,189.0,0.0,10,10,0.0,Rental,Private,,
x Burbank Street,fenway,2115.0,36,36,0,5.0,5.0,0.0,31,31,0.0,Rental,Private,,
x Burt St/VOA Sober House,dorchester,2124.0,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,
x Bushnell St,dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Cameron Street,dorchester,2125.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Catawba St - Youthbuild,roxbury,2119.0,3,2,1,1.0,1.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Chamblet Street,dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Chipman St (RDP),dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Clarkson St,dorchester,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Clifton St,dorchester,2125.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,
x Clifton St (RDP),roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Coffey St,dorchester,2122.0,46,46,0,43.0,43.0,0.0,3,3,0.0,Rental,Private,,
x Coleman St (1-4 Program),dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Coleman St (REO),dorchester,2125.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
x Coleman Street,dorchester,2125.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Colonial Avenue E+,dorchester,2124.0,4,0,4,3.0,0.0,3.0,1,0,1.0,Ownership,Private,,
x Columbus Ave,roxbury,2119.0,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,
x Columbus Avenue,roxbury,2119.0,165,165,0,0.0,0.0,0.0,165,165,0.0,Rental,Public,Y,
x Crawford Street SRO,roxbury,2121.0,17,17,0,0.0,0.0,0.0,17,17,0.0,Rental,Private,,
x Dacia Street,roxbury,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Dale Street Condominium,roxbury,2119.0,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
x Devon Street,dorchester,2121.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Dorchester Av,dorchester,2124.0,64,0,64,56.0,56.0,0.0,8,8,0.0,Rental,Private,,
x Dorchester Ave,dorchester,2125.0,13,0,13,11.0,0.0,11.0,2,0,2.0,Ownership,Private,,
x Dorchester Ave. (SPO),dorchester,2122.0,43,43,0,0.0,0.0,0.0,43,43,0.0,Rental,Private,,
x Draper St (BuildHOME),dorchester,2122.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Dudley St (REO),dorchester,2125.0,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,
x Dudley Street,roxbury,2119.0,68,68,0,0.0,0.0,0.0,68,68,0.0,Rental,Private,,
x Dunlap Street,dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Dunreath St (RDP),roxbury,2119.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Ellington St,dorchester,2121.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Cooperative,Private,,
x Elwyn Road (REO),dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Esmond Street,dorchester,2121.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Eustis Street,roxbury,2119.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Evans Street: Perry,dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Fairland St (Lee VUP),roxbury,2119.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
x Fort Avenue,roxbury,2119.0,13,13,0,0.0,0.0,0.0,13,13,0.0,Rental,Private,,
x Gaston (RDP),roxbury,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Glenway St,dorchester,2121.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Glenway Street,dorchester,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Glenway Street (1-4),dorchester,2121.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Greenbrier St (BuildHome),dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Hancock,dorchester,2125.0,36,36,0,15.0,15.0,0.0,21,21,0.0,Rental,Private,,
x Hancock (AOP),dorchester,2125.0,37,37,0,0.0,0.0,0.0,37,37,0.0,Rental,Private,,
x Harold Street,roxbury,2119.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Harvard Street,dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Hawthorne Street,roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Hemenway,fenway,2115.0,15,15,0,0.0,0.0,0.0,15,15,0.0,Rental,Private,,
x Hemenway Coop,fenway,2115.0,24,24,0,11.0,11.0,0.0,13,13,0.0,Cooperative,Private,,
x Hendry St (REO),dorchester,2122.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Highland St E+,roxbury,2119.0,4,0,4,3.0,0.0,3.0,1,0,1.0,Ownership,Private,,
x Highland Street,roxbury,2119.0,5,0,5,4.0,0.0,4.0,1,0,1.0,Ownership,Private,,
x Holborn Terrace,roxbury,2121.0,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
x Hollander Street,roxbury,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Homes Ave Development,dorchester,2122.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x House (SPO),dorchester,2122.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,
x Howard Ave,roxbury,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Huckins St,roxbury,2119.0,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,
x Humboldt Avenue,roxbury,2121.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Humboldt Avenue-202,roxbury,2121.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,?,
x Humphreys Place (AOP),dorchester,2125.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
x Hutchings Street,roxbury,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Intervale St (RDP),roxbury,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Juniper Street,roxbury,2119.0,4,3,1,1.0,1.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Kingsdale St,dorchester,2124.0,3,1,2,1.0,0.0,1.0,2,1,1.0,Ownership/Rental,Private,,
x Lawrence Avenue,dorchester,2121.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Leroy St (AOP),dorchester,2122.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Levant St,dorchester,2122.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Lorne Street,dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Magnolia St,dorchester,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Magnolia St (RDP),dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Mallon Road,dorchester,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Manor St (RDP),dorchester,2122.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Mass. Ave. (BCLT),roxbury,2118.0,18,18,0,0.0,0.0,0.0,18,18,0.0,Rental,Private,,
x Massachusetts Ave,dorchester,2125.0,40,40,0,35.0,35.0,0.0,5,5,0.0,Rental,Private,,
x Maywood Street,roxbury,2119.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
x Milton Street,dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Miner Street,fenway,2215.0,49,49,0,43.0,43.0,0.0,6,6,0.0,Rental,Private,,
x Monsignor Way,dorchester,2124.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
x Morse Street,dorchester,2121.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
x Mount Everett NHI,dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Mountfort St,fenway,2215.0,37,37,0,33.0,33.0,0.0,4,4,0.0,Rental,Private,,
x Mt. Pleasant Ave SRO,roxbury,2119.0,20,20,0,0.0,0.0,0.0,20,20,0.0,Rental,Private,,
x Mt. Pleasant Avenue,roxbury,2119.0,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
x Murray Ave,roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Murray Ave (1-4),roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Nelson Street,dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Neponset Ave,dorchester,2122.0,22,22,0,19.0,19.0,0.0,3,3,0.0,Rental,Private,,
x Nightingale Street,dorchester,2124.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Norfolk Street (RDP),dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x North Ave/YouthBuild,roxbury,2119.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
x Northampton Apts,roxbury,2118.0,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,
x Norwell St - YouthBuild,dorchester,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Norwell Street (REO/Private Acquisition),dorchester,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Otisfield St (BuildHome),roxbury,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Page St (James VUP),dorchester,2121.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
x Park Drive,fenway,2215.0,21,0,21,18.0,0.0,18.0,3,0,3.0,Ownership,Private,,
x Park St,dorchester,2122.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Park St Lodging House,dorchester,2122.0,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,
x Park St/YouthBuild,dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Peacevale Rd,dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Peterborough,fenway,2215.0,20,20,0,17.0,17.0,0.0,3,3,0.0,Rental,Private,,
x Peterborough Street,fenway,2215.0,11,11,0,10.0,10.0,0.0,1,1,0.0,Rental,Private,,
x Pleasant St,dorchester,2125.0,17,0,17,15.0,0.0,15.0,2,0,2.0,Ownership,Private,,
x Puritan Ave,dorchester,2121.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Quincy St (REO),roxbury,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Quincy Street,dorchester,2122.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
x Quincy Street (1-4),roxbury,2121.0,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
x Ridgewood St. (REO),dorchester,2122.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Rill St (BuildHome),dorchester,2125.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Rockland Avenue,roxbury,2119.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Rockwell Street,dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Roxbury St,roxbury,2119.0,11,11,0,9.0,9.0,0.0,2,2,0.0,Rental,Private,,
x Ruggles Assisted Living,roxbury,2119.0,43,43,0,0.0,0.0,0.0,43,43,0.0,Rental,Private,Y,
x Savin Hill Ave,dorchester,2125.0,14,14,0,13.0,13.0,0.0,1,1,0.0,Rental,Private,,
x Savin Street,roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Schuyler St (BuildHome),roxbury,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Seaver Street,dorchester,2121.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Selden St,dorchester,2124.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Selden St (BuildHome),dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Shetland St,roxbury,2119.0,57,57,0,50.0,50.0,0.0,7,7,0.0,Rental,Private,,
x Southern Ave (Johnson VUP),dorchester,2124.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
x Spencer St (RDP),dorchester,2124.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Spencer Street,dorchester,2124.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
x Stanwood St,dorchester,2121.0,12,12,0,10.0,10.0,0.0,2,2,0.0,Rental,Private,,
x Stoughton Neighborhood Homes,dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Stratton Street,dorchester,2124.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x SUSSEX (RDP),roxbury,2120.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Sussex Street (RDP),roxbury,2120.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
x Taber St,roxbury,2119.0,45,0,45,39.0,0.0,39.0,6,0,6.0,Ownership,Private,,
x Talbot Ave,dorchester,2124.0,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,
x Talbot Ave (REO),dorchester,2124.0,4,3,1,0.0,0.0,0.0,4,3,1.0,Ownership/Rental,Private,,
x Talbot Avenue,dorchester,2124.0,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,
x Toledo Terrace,dorchester,2122.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Tonawanda St (Johnson VUP),dorchester,2124.0,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
x Topliff St (REO),dorchester,2122.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
x Tremlett Street,dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Verrill St & x 0-x 4 Ballou Ave,dorchester,2124.0,18,18,0,0.0,0.0,0.0,18,18,0.0,Rental,Private,,
x W Park St (AOP),dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Warren St. Lodging,roxbury,2121.0,21,21,0,0.0,0.0,0.0,21,21,0.0,Rental,Private,,
x Warren Street (1-4),roxbury,2119.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Warren Supportive Housing Phase 1 - Acquisition,roxbury,2121.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,
x Washington (Archer/Bonell),roxbury,2119.0,12,12,0,11.0,11.0,0.0,1,1,0.0,Rental,Private,,
x Washington [Belvidere/Dalton East Offsites],roxbury,2119.0,16,0,16,9.0,0.0,9.0,7,0,7.0,Ownership,Private,,
x Washington St AB&W Cooperative Building,dorchester,2121.0,24,24,0,0.0,0.0,0.0,24,24,0.0,Rental,Private,,
x Washington St Lodging,dorchester,2124.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,
x Waverly Street,roxbury,2119.0,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
x Wayland St. Dorchester - COB,roxbury,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
"x Wellesley Park, #1",dorchester,2124.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
x Wentworth St (BuildHome),dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
x Westland Avenue,fenway,2115.0,20,20,0,18.0,18.0,0.0,2,2,0.0,Rental,Private,,
x Westminister Ave,roxbury,2119.0,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
x Wheatland Avenue,dorchester,2124.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Wildwood Street,dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
x Willow Court,dorchester,2125.0,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
x Winston Rd,dorchester,2126.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
x Woodbine (REO),roxbury,2119.0,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,
x Woodbine Street,roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Woodrow Ave (James VUP),dorchester,2124.0,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
x Woodville,roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
x Wrentham (AOP),dorchester,2124.0,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,
x x Harrishof St,roxbury,2121.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
x Zeigler Street,roxbury,2119.0,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
xx Blue Hill Ave,roxbury,2119.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
xx Bowdoin St,dorchester,2124.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,
xx Coleman Street,dorchester,2125.0,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
xx Dorchester Ave,dorchester,2124.0,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
xx Eustis Street,roxbury,2119.0,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,
xx Huckins St,roxbury,2119.0,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,
xx Magnolia St,dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
xx Maywood Street,roxbury,2119.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
xx Nelson Street,dorchester,2124.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
xx Talbot Ave,dorchester,2124.0,13,13,0,0.0,0.0,0.0,13,13,0.0,Rental,Private,Y,
xx Wentworth St (BuildHome),dorchester,2124.0,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
xxx Beacon St,fenway,2215.0,45,45,0,39.0,39.0,0.0,6,6,0.0,Rental,Private,,
xxx Blue Hill Ave,roxbury,2119.0,3,2,1,0.0,0.0,0.0,3,1,2.0,Ownership/Rental,Private,,
xxx Blue Hill Avenue,dorchester,2121.0,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
xxx Bowdoin Street,dorchester,2122.0,41,41,0,0.0,0.0,0.0,41,41,0.0,Rental,Private,,
xxx Boylston Street,fenway,2215.0,212,212,0,188.0,188.0,0.0,24,24,0.0,Rental,Private,,
xxx Clarkson St (REO),dorchester,2125.0,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
xxxx Beacon St,fenway,2215.0,32,32,0,28.0,28.0,0.0,4,4,0.0,Rental,Private,,
xxxx Blue Hill Avenue,roxbury,2119.0,5,0,5,0.0,0.0,0.0,5,0,5.0,Ownership,Private,,
xxxx Clarkson St (REO),dorchester,2125.0,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
xxxx Dorchester Ave (Rental),dorchester,2122.0,25,25,0,22.0,22.0,0.0,3,3,0.0,Rental,Private,,
xxxxx Blue Hill Ave,dorchester,2121.0,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Public,,
xxxxx Clarkson St (REO),dorchester,2125.0,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
xxxxxx Washington St,dorchester,2124.0,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
xxxxxxx Blue Hill Ave,roxbury,2119.0,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Public,,
xxxxxxxx Blue Hill Ave,roxbury,2119.0,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,
xxxxxxxxx Washington St,roxbury,2130.0,10,0,10,9.0,0.0,9.0,1,0,1.0,Ownership,Private,,
Brownstone Apartments,south end,2118.0,75,75,0,0.0,0.0,0.0,75,75,0.0,Rental,Private,,Y
Concord Houses,south end,2118.0,181,181,0,10.0,10.0,0.0,171,171,0.0,Rental,Private,Y,
Frederick Douglass (2-44A),south end,2118.0,76,76,0,0.0,0.0,0.0,76,76,0.0,Rental,Public,Y,
Historic South End Apartments,south end,2116.0,146,146,0,0.0,0.0,0.0,146,146,0.0,Rental,Private,,Y
Langham Court,south end,2118.0,84,84,0,29.0,29.0,0.0,55,55,0.0,Rental,Private,,
Minot Hall Condominium,south end,2118.0,45,0,45,42.0,0.0,42.0,3,0,3.0,Ownership,Private,,
Rutland Square,south end,2118.0,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,
Rutland/East Springfield St (2-74),south end,2118.0,13,13,0,0.0,0.0,0.0,13,13,0.0,Rental,Public,,
South End Coop. Housing,south end,2118.0,75,75,0,2.0,2.0,0.0,73,73,0.0,Rental,Private,,
TDC III,south end,2118.0,61,61,0,46.0,46.0,0.0,15,15,0.0,Rental,Private,,
The Brownstones,south end,2116.0,35,35,0,28.0,28.0,0.0,7,7,0.0,Rental,Private,,
The Chester,south end,2118.0,17,17,0,7.0,7.0,0.0,10,10,0.0,Rental,Private,,Y
Washington Manor (2-44C),south end,2118.0,77,77,0,0.0,0.0,0.0,77,77,0.0,Rental,Public,Y,
West Newton Street (2-58),south end,2118.0,149,149,0,0.0,0.0,0.0,149,149,0.0,Rental,Public,,
x Columbus Ave Conversion,south end,2116.0,62,0,62,54.0,0.0,54.0,8,0,8.0,Ownership,Private,,
x Greenwich Park*,south end,2118.0,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,
x Harrison Ave,south end,2118.0,585,585,0,527.0,527.0,0.0,58,58,0.0,Rental,Private,,
x Harrison Ave Condos,south end,2118.0,39,0,39,36.0,0.0,36.0,3,0,3.0,Ownership,Private,,
x Harrison Avenue,south end,2118.0,4,0,4,3.0,0.0,3.0,1,0,1.0,Ownership/Rental,Private,,
xx Harrison Ave,south end,2118.0,84,0,84,34.0,0.0,34.0,50,0,50.0,Ownership,Private,,
xxx Harrison Ave,south end,2118.0,225,162,63,194.0,137.0,57.0,31,25,6.0,Ownership/Rental,Private,,
Zebra Condominium,south end,2118.0,10,7,3,7.0,7.0,0.0,3,0,3.0,Ownership/Rental,Private,,
